Committee symbol,Lamas_code,settlement name,settlement name_Heb,settlement ID,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
12,610,SITRIYYA,סתריה,610,808,622,0,622,52,3,1,0,0,0,23,22,0,0,0,0,0,0,0,4,21,71,54,0,0,0,367,0,0,0,0,0,0,0,0,4
9,612,ZERUFA,צרופה,612,702,534,1,533,39,30,1,0,0,0,24,23,0,1,0,0,0,0,0,15,27,182,16,0,0,0,152,0,0,0,0,0,0,0,1,22
5,613,ZIPPORI,ציפורי,613,655,472,1,471,37,1,0,0,0,0,6,14,0,0,0,0,0,0,0,2,26,59,52,0,0,0,272,0,0,0,0,0,0,0,0,2
6,614,SHOMERA,שומרה,614,301,201,0,201,25,0,0,0,0,0,13,5,0,0,0,0,0,0,0,3,4,111,0,0,0,0,28,0,0,0,0,0,0,0,3,9
13,615,QIDRON,קדרון,615,1155,899,2,897,67,2,0,2,0,0,41,16,0,2,0,0,0,0,0,4,44,58,93,0,0,0,565,1,0,0,0,0,0,0,0,2
11,616,RINNATYA,רינתיה,616,703,543,1,542,51,4,0,0,0,0,28,22,0,1,0,0,0,0,0,2,12,158,29,0,0,0,221,1,0,0,0,0,1,0,0,12
9,617,BARQAY,ברקאי,617,513,336,2,334,49,0,4,0,0,0,2,6,0,0,0,0,0,0,0,0,2,4,135,0,0,0,131,0,0,0,0,0,0,0,0,1
12,618,HADID,חדיד,618,604,483,0,483,18,10,0,0,0,0,27,38,1,1,0,0,0,0,0,35,2,224,8,0,0,0,74,0,0,0,0,0,0,0,0,45
17,619,BET GUVRIN,בית גוברין,619,288,225,1,224,44,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,34,0,0,0,130,0,1,0,0,0,0,0,0,0
17,620,MASSU'OT YIZHAQ,משואות יצחק,620,465,375,2,373,9,3,0,0,0,0,1,256,0,0,0,0,0,0,0,5,6,34,8,0,0,0,49,0,0,0,0,0,1,0,0,1
17,622,EN ZURIM,עין צורים,622,450,363,0,363,15,6,0,0,0,0,0,203,0,0,0,0,0,0,0,14,4,42,7,0,0,0,68,0,0,0,0,0,0,0,0,4
3,623,YIR'ON,יראון,623,360,213,1,212,52,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,37,0,0,0,115,0,0,0,0,0,0,0,0,0
19,627,JALJULYE,ג'לג'וליה,627,6295,4714,39,4675,155,0,4071,0,0,0,0,6,0,0,0,2,0,0,4,3,2,19,322,0,2,0,79,0,2,0,0,1,0,1,0,6
9,628,JATT,ג'ת,628,8058,4098,37,4061,14,1,3791,0,1,0,0,6,0,0,0,0,0,0,19,1,3,17,130,1,1,0,60,1,1,0,0,5,1,2,0,6
19,633,KAFAR BARA,כפר ברא,633,2316,1605,13,1592,11,0,1358,0,0,0,0,0,0,0,0,0,0,0,28,0,1,10,127,0,0,0,30,1,0,0,0,0,1,0,0,25
19,634,KAFAR QASEM,כפר קאסם,634,14908,10482,119,10363,83,14,6999,2,1,0,4,11,1,1,1,2,2,0,238,3,2,49,2689,1,2,0,229,0,3,1,1,2,6,4,2,10
5,635,MUQEIBLE,מוקייבלה,635,2545,1273,12,1261,19,0,1122,0,0,0,0,0,0,0,0,0,1,0,66,0,3,3,20,0,0,0,25,0,0,0,0,0,1,0,0,1
5,636,SANDALA,צנדלה,636,1213,631,4,627,0,0,605,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,6,0,0,0,7,0,0,0,1,0,0,0,0,0
9,637,AR'ARA,ערערה,637,13144,7377,57,7320,21,0,6878,0,3,0,0,7,0,3,4,2,1,0,46,5,4,67,141,1,4,0,106,1,1,1,2,9,4,3,1,5
10,638,QALANSAWE,קלנסווה,638,14182,9296,49,9247,54,0,8833,0,4,0,2,12,0,0,1,4,1,0,27,2,3,34,125,1,2,0,114,2,1,2,1,9,1,5,1,6
9,648,MEZER,מצר,648,430,315,1,314,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,158,0,0,0,109,0,0,0,0,0,0,0,0,0
9,649,MEISER,מייסר,649,1303,739,7,732,84,1,586,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,43,0,0,0,10,0,0,0,0,1,0,0,0,1
8,652,IBTIN,אבטין,652,1795,909,10,899,10,0,762,0,0,0,0,2,0,0,0,0,0,0,8,2,0,5,12,0,1,0,84,0,0,0,0,0,1,1,1,10
9,654,KAFAR QARA,כפר קרע,654,12760,8230,50,8180,48,2,7417,3,1,0,4,3,0,1,1,2,3,0,83,2,8,131,276,1,3,0,115,0,1,0,5,6,6,6,2,50
6,658,SHEIKH DANNUN,שייח' דנון,658,1968,1374,12,1362,1,0,1237,0,0,0,0,0,0,0,1,0,0,0,5,0,1,7,92,0,0,0,12,0,0,0,0,1,0,1,2,2
10,661,SHA'AR EFRAYIM,שער אפרים,661,1226,935,8,927,55,10,1,0,1,0,68,31,1,1,0,0,0,0,0,8,27,284,42,0,0,0,346,0,1,0,1,0,0,0,0,50
6,662,HOSEN,חוסן,662,721,539,4,535,25,3,0,0,0,0,11,20,0,1,0,0,0,0,0,17,33,277,12,0,0,0,94,0,0,0,0,0,0,0,1,41
11,663,TIRAT YEHUDA,טירת יהודה,663,786,620,1,619,19,18,0,0,0,0,54,216,0,1,0,0,0,0,0,17,2,220,3,0,0,0,33,0,0,0,0,0,0,0,0,36
3,664,KEREM BEN ZIMRA,כרם בן זמרה,664,405,310,0,310,17,5,0,0,0,0,7,41,0,0,0,0,0,0,0,3,1,167,4,0,0,0,50,0,0,1,0,0,0,0,0,14
18,665,TEQUMA,תקומה,665,485,415,3,412,14,4,0,0,0,0,2,168,0,0,0,0,0,0,0,20,1,122,4,0,0,0,65,1,0,0,0,0,0,0,0,11
18,666,OMER,עומר,666,6401,4642,18,4624,438,22,37,0,0,0,3,225,1,3,0,0,0,0,0,23,201,1181,352,2,0,0,2102,2,0,0,0,1,0,0,2,29
3,667,BAR'AM,ברעם,667,507,367,1,366,36,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,7,9,145,0,0,0,160,0,0,0,0,0,0,0,0,2
17,668,MEFALLESIM,מפלסים,668,668,480,3,477,89,0,1,0,0,0,1,16,0,1,0,0,0,0,0,0,17,28,54,0,0,0,267,1,0,0,0,0,0,0,1,1
12,670,MISHMAR AYYALON,משמר איילון,670,402,354,0,354,28,0,1,0,0,0,35,9,0,3,0,0,0,0,0,2,19,90,16,0,0,0,147,0,0,0,0,0,0,0,0,4
2,672,BET NEQOFA,בית נקופה,672,474,368,0,368,27,2,1,0,0,0,18,15,0,0,0,0,0,0,0,5,16,91,42,1,0,0,132,0,0,0,0,0,0,0,0,18
12,673,KEFAR TRUMAN,כפר טרומן,673,578,466,1,465,32,1,1,0,1,0,77,11,0,0,0,0,0,0,0,8,21,99,27,0,0,0,181,0,0,0,0,0,0,0,0,6
6,674,LIMAN,לימן,674,547,396,0,396,31,1,0,0,0,0,4,19,0,1,0,0,0,0,0,4,21,115,8,0,0,0,187,0,0,0,0,0,0,0,0,5
9,675,HABONIM,הבונים,675,299,201,0,201,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,16,40,0,0,0,118,0,0,0,0,0,0,0,0,0
18,676,EN HASHELOSHA,עין השלושה,676,292,180,1,179,32,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,15,15,8,1,0,0,102,0,0,0,0,0,0,0,0,1
5,677,HASOLELIM,הסוללים,677,707,528,3,525,58,1,3,1,1,0,1,15,0,0,0,0,0,0,0,4,14,49,66,0,0,0,305,0,0,0,0,0,0,0,0,7
4,678,MA'AGAN,מעגן,678,321,222,1,221,26,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,10,28,25,0,0,0,122,0,0,0,0,0,0,0,0,1
9,679,AVI'EL,אביאל,679,520,399,0,399,29,2,3,0,0,0,15,9,0,0,0,0,0,0,0,2,8,76,68,0,0,0,183,0,0,1,0,0,0,0,0,3
10,680,OMEZ,אומץ,680,512,399,0,399,43,0,0,0,1,0,13,7,0,0,0,0,0,0,0,2,7,48,38,0,0,0,237,0,0,0,0,0,0,0,0,3
11,681,GIV'AT SHEMU'EL,גבעת שמואל,681,18078,13720,51,13669,551,272,30,3,0,0,10,4250,0,12,0,1,0,0,0,431,405,3397,384,1,0,0,3174,4,5,2,0,2,3,0,3,729
5,682,ELYAQIM,אליקים,682,589,425,5,420,16,17,0,1,0,0,0,29,0,0,0,0,0,0,0,21,7,215,0,0,0,0,34,0,0,0,0,0,0,0,0,80
9,683,GEVA  KARMEL,גבע כרמל,683,728,574,3,571,55,3,0,1,1,0,29,14,0,1,0,0,0,0,0,0,13,125,33,0,0,0,287,0,0,0,0,0,0,0,0,9
5,684,HAYOGEV,היוגב,684,562,431,3,428,52,0,2,1,0,0,6,12,0,1,0,0,0,0,0,1,12,20,28,0,0,0,287,0,1,0,0,0,0,0,0,5
13,685,BENAYA,בניה,685,627,519,1,518,45,1,0,0,0,0,60,18,0,0,0,0,0,0,0,4,9,81,30,1,0,0,263,0,1,0,0,0,0,0,0,5
19,686,NEWE YAMIN,נווה ימין,686,1019,763,4,759,39,5,0,1,1,0,119,35,0,0,0,0,0,0,0,15,20,289,15,0,1,0,176,0,0,0,0,0,0,0,0,43
9,687,EN AYYALA,עין איילה,687,747,566,1,565,43,3,0,0,1,0,6,10,0,0,0,0,0,0,0,1,18,64,92,0,0,0,324,0,0,0,0,0,0,0,0,3
3,688,ALMA,עלמה,688,578,441,2,439,3,1,0,0,0,0,17,25,0,0,0,0,0,0,0,35,0,286,1,0,0,0,13,0,0,0,0,0,0,0,2,56
9,689,MEGADIM,מגדים,689,794,613,0,613,30,4,0,0,0,0,26,24,0,0,0,0,0,0,0,3,17,185,25,0,0,0,272,0,0,0,0,0,0,0,1,26
17,690,KEFAR AHIM,כפר אחים,690,534,421,1,420,16,7,0,0,0,0,23,22,0,1,1,0,0,0,0,6,10,116,9,0,0,0,200,0,0,0,0,0,0,0,0,9
17,692,SHAFIR,שפיר,692,537,439,3,436,28,4,1,0,0,0,19,76,0,0,0,0,0,0,0,21,10,152,7,0,0,0,95,0,0,0,1,0,0,0,0,22
2,693,NETIV HALAMED-HE,"נתיב הל""ה",693,458,349,0,349,79,0,3,0,0,0,2,0,0,4,0,0,0,0,0,2,12,9,61,0,0,0,177,0,0,0,0,0,0,0,0,0
9,694,MA'AGAN MIKHA'EL,מעגן מיכאל,694,1690,1140,9,1131,198,1,1,3,0,0,3,15,0,1,0,0,0,0,0,6,25,29,248,0,0,0,600,0,0,0,0,0,0,0,0,1
18,695,MAGEN,מגן,695,466,332,2,330,40,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,10,8,140,0,0,0,126,0,0,0,0,0,0,0,0,0
12,696,KEFAR HABAD,"כפר חב""ד",696,4136,2799,4,2795,5,1064,0,0,0,0,1,312,0,0,0,0,0,0,0,614,8,527,5,0,0,0,10,0,0,0,0,0,0,0,0,249
10,697,BE'EROTAYIM,בארותיים,697,711,539,0,539,33,3,1,0,0,0,51,18,0,1,0,0,0,0,0,1,24,47,41,0,0,0,318,0,0,0,0,0,0,0,0,1
10,698,BURGETA,בורגתה,698,791,608,1,607,22,1,0,0,1,0,69,19,0,1,0,0,0,0,0,1,17,102,49,0,0,0,314,0,0,0,1,0,0,0,0,10
17,699,NIR YISRA'EL,ניר ישראל,699,593,469,2,467,33,1,1,0,0,0,38,26,0,0,0,0,0,0,0,1,17,82,27,0,0,0,233,0,0,0,0,0,0,0,0,8
17,700,HAZAV,חצב,700,859,659,4,655,34,6,0,0,0,0,90,35,0,1,0,1,0,0,0,17,12,244,11,0,0,0,174,0,0,0,0,0,0,0,0,30
4,701,ARBEL,ארבל,701,443,340,0,340,39,2,0,0,0,0,7,11,0,0,0,0,0,0,0,9,11,122,15,0,0,0,116,0,1,0,0,0,1,0,1,5
4,702,HAON,האון,702,152,92,1,91,27,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,3,0,0,0,32,0,0,0,0,0,0,0,2,4
5,703,GIV'AT OZ,גבעת עוז,703,406,272,1,271,40,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,10,20,53,0,0,0,136,1,0,0,0,0,0,0,0,0
11,705,NAHSHONIM,נחשונים,705,348,249,1,248,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,15,89,0,0,0,106,0,1,0,0,0,0,0,0,0
17,706,GE'A,גיאה,706,559,447,0,447,52,1,0,0,0,0,33,18,0,0,0,0,0,0,0,3,13,89,22,0,0,0,212,1,0,0,0,0,1,0,0,2
12,707,KEFAR DANIYYEL,כפר דניאל,707,488,369,0,369,36,3,0,1,0,0,6,8,0,0,0,0,0,0,0,1,9,37,46,0,0,0,222,0,0,0,0,0,0,0,0,0
6,708,AMQA,עמקה,708,566,424,2,422,14,22,0,1,0,0,2,36,0,0,0,0,0,0,0,11,0,260,3,0,0,0,42,0,0,0,0,0,0,0,0,31
18,709,TIFRAH,תפרח,709,1004,877,5,872,0,683,0,0,0,0,0,7,0,0,0,0,0,0,0,6,2,45,1,0,0,0,7,0,0,0,0,0,0,0,0,121
2,710,BET ZAYIT,בית זית,710,1179,871,1,870,96,12,5,0,0,0,17,39,0,0,0,1,0,0,0,8,30,139,159,0,0,0,351,0,1,0,0,0,0,0,1,11
12,711,AZARYA,עזריה,711,779,620,1,619,15,4,0,0,0,0,89,12,0,0,0,0,0,0,0,17,8,329,4,0,0,0,80,0,0,0,0,0,0,0,0,61
6,712,BEN AMMI,בן עמי,712,554,416,2,414,29,8,2,0,0,0,8,15,0,0,0,0,0,0,0,4,21,86,35,0,0,0,200,0,0,0,0,0,0,0,0,6
18,713,RE'IM,רעים,713,362,255,1,254,76,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,6,31,0,0,0,131,0,0,0,0,0,0,0,0,0
17,714,EREZ,ארז,714,417,310,1,309,80,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,8,15,41,0,0,0,155,0,1,0,0,0,0,0,0,1
9,715,LAHAVOT HAVIVA,להבות חביבה,715,600,466,3,463,49,2,3,0,0,0,3,4,0,0,0,0,0,0,0,0,8,17,97,0,0,0,280,0,0,0,0,0,0,0,0,0
19,716,EYAL,אייל,716,390,307,2,305,76,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,4,13,32,0,0,0,174,1,0,0,0,0,0,0,0,0
19,717,HAGOR,חגור,717,714,579,2,577,34,2,0,0,0,0,93,21,1,1,0,0,0,0,0,10,14,93,37,0,0,0,259,0,0,0,0,0,0,0,0,12
19,718,YARHIV,ירחיב,718,793,590,3,587,18,7,0,1,0,0,15,35,0,3,0,0,0,0,0,6,13,306,12,0,0,0,142,0,1,0,0,1,0,0,0,27
4,719,TEL QAZIR,תל קציר,719,309,227,2,225,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,14,28,15,0,0,0,119,0,0,1,0,0,0,0,0,2
13,720,NIR GALLIM,ניר גלים,720,627,524,0,524,17,7,1,0,0,0,4,288,0,1,0,0,0,0,0,31,2,120,2,0,0,0,26,2,0,0,0,0,0,0,0,23
4,721,SEDE ILAN,שדה אילן,721,379,296,1,295,5,5,0,0,0,0,3,148,0,0,0,0,0,0,0,8,0,80,1,0,0,0,38,0,0,0,0,0,0,0,0,7
11,722,MAGSHIMIM,מגשימים,722,676,528,1,527,41,2,0,0,0,0,8,4,0,0,0,0,0,0,0,4,18,87,44,0,0,0,319,0,0,0,0,0,0,0,0,0
18,723,BET HAGADDI,בית הגדי,723,573,457,0,457,10,10,0,0,0,0,5,42,0,0,0,0,0,0,2,45,1,297,1,0,1,0,6,0,0,0,0,0,0,0,0,37
17,726,HODIYYA,הודיה,726,496,331,3,328,26,0,0,0,0,0,20,14,0,0,0,0,0,0,0,5,7,168,2,0,0,0,58,0,0,0,0,0,0,0,0,28
17,727,TALME YEHI'EL,תלמי יחיאל,727,618,457,4,453,27,0,0,0,0,0,44,22,0,0,0,0,0,0,0,3,6,106,11,0,0,0,217,0,0,0,0,0,0,0,0,17
12,729,MISHMAR HASHIV'A,משמר השבעה,729,692,529,1,528,49,1,1,1,0,0,12,13,0,1,0,0,0,0,0,3,30,140,18,0,0,0,255,0,0,0,0,0,0,0,0,4
3,730,ELIFELET,אליפלט,730,460,334,0,334,16,2,0,0,0,0,1,13,0,0,0,0,0,0,0,10,0,235,0,0,0,0,32,0,0,0,0,0,0,0,0,25
13,731,MESHAR,מישר,731,477,394,1,393,25,5,3,0,0,0,22,10,0,1,0,0,0,0,0,0,15,50,37,0,0,0,225,0,0,0,0,0,0,0,0,0
3,732,MISHMAR HAYARDEN,משמר הירדן,732,550,395,3,392,34,4,0,0,0,0,0,15,0,2,0,1,0,0,0,11,17,188,14,0,0,0,94,0,0,1,0,0,0,0,0,11
10,734,GAN YOSHIYYA,גן יאשיה,734,631,476,0,476,36,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,14,45,59,0,0,0,289,0,0,1,0,0,0,0,0,2
12,735,RAMOT ME'IR,רמות מאיר,735,560,398,2,396,33,0,0,0,0,0,8,24,0,0,0,0,0,0,0,7,14,71,35,0,0,0,198,0,0,0,0,0,0,0,0,6
18,736,GILAT,גילת,736,1010,762,1,761,64,6,0,0,0,0,17,36,0,1,0,0,0,0,0,36,19,412,2,1,0,0,135,0,1,1,0,0,1,0,0,29
10,737,OLESH,עולש,737,758,586,1,585,48,6,1,0,0,0,91,30,0,0,1,0,0,0,0,3,12,71,38,0,0,0,277,0,0,0,0,0,0,0,0,7
9,738,DOR,דור,738,276,225,2,223,13,1,0,0,0,0,13,4,0,0,0,0,0,0,0,0,10,46,9,0,0,0,126,0,0,0,0,0,0,0,0,1
17,739,SEDE UZZIYYAHU,שדה עוזיהו,739,979,817,2,815,8,7,0,0,0,0,474,11,0,0,0,0,0,0,0,9,4,201,1,0,0,0,34,0,0,0,0,0,0,1,0,65
2,740,ESHTA'OL,אשתאול,740,745,592,4,588,17,15,1,0,0,0,44,33,0,0,0,0,0,0,0,17,8,262,26,0,0,0,76,0,0,0,0,0,0,0,0,89
2,741,SHO'EVA,שואבה,741,475,350,0,350,24,3,3,0,0,0,64,8,0,0,0,0,0,0,0,4,7,66,44,0,0,0,118,0,0,0,2,0,0,0,0,7
2,742,MESILLAT ZIYYON,מסילת ציון,742,687,569,4,565,66,2,1,0,0,0,119,21,0,0,0,0,0,0,0,6,12,66,59,0,0,0,193,0,2,0,0,0,0,0,0,18
12,743,KEFAR SHEMU'EL,כפר שמואל,743,587,495,4,491,45,0,2,0,0,0,40,10,0,0,0,0,0,0,0,3,14,71,56,0,0,0,247,0,0,0,0,0,0,0,0,3
17,744,TALME YAFE,תלמי יפה,744,491,359,0,359,37,0,1,0,0,0,7,29,0,0,0,0,0,0,0,4,17,83,16,0,0,0,165,0,0,0,0,0,0,0,0,0
12,745,GIMZO,גמזו,745,676,551,0,551,15,16,0,0,0,0,0,314,0,1,0,0,0,0,0,40,3,108,9,0,0,0,22,0,0,0,0,0,0,0,0,23
17,746,BEREKHYA,ברכיה,746,758,628,0,628,3,46,0,0,0,0,67,69,0,0,0,0,0,0,0,59,4,260,1,0,0,0,10,0,1,0,0,0,0,0,0,108
17,747,BET SHIQMA,בית שקמה,747,572,433,4,429,6,5,0,0,0,0,178,8,0,0,0,0,0,0,0,7,7,141,3,0,0,0,19,0,0,0,0,0,0,0,0,55
18,748,MASLUL,מסלול,748,487,364,1,363,23,2,0,0,0,0,22,19,0,0,0,0,0,0,0,13,14,149,9,1,0,0,91,0,0,0,0,0,0,0,0,20
18,749,PATTISH,פטיש,749,656,556,2,554,25,3,0,0,0,0,86,14,0,1,0,0,0,0,0,9,2,244,0,0,0,0,44,0,0,0,0,0,0,0,0,126
18,750,PEDUYIM,פדויים,750,332,240,0,240,10,9,0,0,0,0,23,28,0,0,0,0,0,0,0,15,6,100,0,0,0,0,29,0,0,0,0,0,0,0,0,20
2,751,BET ME'IR,בית מאיר,751,377,258,1,257,8,25,0,0,0,0,18,75,0,0,0,0,0,0,0,17,1,76,1,0,0,0,10,0,0,0,0,0,0,0,0,26
2,752,TA'OZ,תעוז,752,431,354,2,352,18,1,0,0,0,0,61,30,0,0,0,0,0,0,0,13,3,108,17,0,0,0,63,0,1,0,0,0,0,0,0,37
10,753,YANUV,ינוב,753,620,476,2,474,58,16,1,0,0,0,12,24,0,0,0,0,0,0,0,5,17,139,26,0,0,0,169,0,0,0,0,0,0,0,0,7
6,755,GOREN,גורן,755,344,252,1,251,19,1,0,0,0,0,9,3,0,0,0,0,0,0,0,6,1,142,1,0,0,0,22,0,0,0,0,0,0,0,0,47
17,756,BET EZRA,בית עזרא,756,833,659,0,659,62,3,0,1,0,0,168,15,0,0,0,0,0,0,0,7,18,152,4,0,0,0,191,0,0,0,1,0,0,0,0,37
12,757,MAZLIAH,מצליח,757,978,729,7,722,52,1,0,0,1,0,79,16,0,1,0,0,0,0,0,18,33,326,4,1,0,0,142,0,0,0,0,0,0,1,0,47
10,758,YAD HANNA,יד חנה,758,568,460,1,459,22,0,6,0,0,0,1,6,0,0,0,0,0,0,0,9,29,63,48,0,0,0,273,0,0,0,0,0,0,0,0,2
12,759,YAZIZ,יציץ,759,583,425,2,423,16,6,0,0,0,0,30,12,0,1,0,0,0,0,0,10,2,243,9,0,0,0,59,0,0,0,0,0,0,0,0,35
13,760,BEN ZAKKAY,בן זכאי,760,598,495,1,494,4,3,0,1,0,0,112,27,0,1,0,0,0,0,0,12,6,210,2,1,0,0,17,0,1,0,0,0,0,0,0,97
18,761,SHUVA,שובה,761,428,331,0,331,4,10,1,0,0,0,2,62,0,0,0,0,0,0,0,32,1,185,0,0,0,0,10,1,1,0,0,0,0,0,0,22
18,762,BITHA,בטחה,762,618,504,2,502,20,10,0,0,0,0,11,49,0,1,0,0,0,0,0,24,1,267,2,0,0,0,29,0,0,0,0,0,0,0,0,88
17,763,SHETULIM,שתולים,763,1403,1066,4,1062,68,12,1,0,0,0,90,52,0,1,0,0,0,0,0,36,46,497,5,0,0,0,205,0,0,1,0,0,0,0,0,48
13,764,KEFAR MORDEKHAY,כפר מרדכי,764,463,373,0,373,22,2,0,0,0,0,16,5,0,1,0,0,0,0,0,1,9,23,44,0,0,0,249,0,0,0,0,0,0,0,0,1
13,765,MISGAV DOV,משגב דב,765,497,389,2,387,18,1,1,0,0,0,46,11,0,1,0,0,0,0,0,4,14,48,38,0,0,0,204,1,0,0,0,0,0,0,0,0
17,766,QOMEMIYYUT,קוממיות,766,242,141,1,140,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10,767,PORAT,פורת,767,906,647,7,640,2,7,0,0,0,0,53,34,0,0,0,0,0,0,0,18,10,350,3,0,0,0,39,0,0,0,0,0,0,0,0,124
17,768,KARMIYYA,כרמיה,768,449,320,0,320,45,0,2,0,0,0,1,10,0,1,0,0,0,0,0,1,11,50,65,0,0,0,134,0,0,0,0,0,0,0,0,0
9,769,NIR EZYON,ניר עציון,769,410,290,3,287,16,5,3,0,0,0,1,143,0,1,0,0,0,0,0,14,1,41,2,0,0,0,53,0,1,0,0,0,1,0,0,5
2,771,MEVO BETAR,מבוא ביתר,771,610,446,0,446,41,1,1,0,0,0,4,39,0,0,0,0,1,0,0,6,24,155,30,0,0,0,142,1,0,0,0,0,0,0,0,1
17,772,EMUNIM,אמונים,772,714,541,0,541,29,0,0,0,0,0,106,12,0,0,0,0,0,0,0,6,24,139,8,0,0,0,168,0,0,0,0,0,0,0,0,49
9,773,AMMIQAM,עמיקם,773,520,404,0,404,26,0,4,0,0,0,44,4,0,1,0,0,0,0,0,1,16,52,62,0,0,0,192,0,0,0,0,0,0,0,0,2
6,774,ZURI'EL,צוריאל,774,288,213,1,212,45,0,0,0,0,0,19,9,0,0,0,0,0,0,0,12,3,95,1,0,0,0,13,0,0,0,0,0,0,0,0,15
17,775,YAD NATAN,יד נתן,775,420,322,0,322,31,1,0,1,0,0,13,8,0,1,0,0,0,0,0,1,15,50,8,0,0,0,188,0,0,0,0,0,0,0,0,5
2,776,MAHSEYA,מחסיה,776,319,260,0,260,6,7,0,0,0,0,9,18,0,0,0,0,0,0,0,12,2,132,0,0,0,0,20,0,0,0,0,0,0,0,0,54
2,777,NAHSHON,נחשון,777,462,351,1,350,26,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,6,18,159,0,0,0,132,0,0,0,0,0,0,0,0,0
2,778,TARUM,תרום,778,565,452,0,452,17,9,0,0,0,0,38,85,0,0,0,0,0,0,0,12,2,202,4,0,0,0,35,0,0,0,0,0,0,0,0,48
2,779,AMMINADAV,עמינדב,779,641,470,0,470,27,2,3,0,0,0,82,36,0,0,0,0,0,0,0,3,19,130,45,0,0,0,112,0,1,0,0,0,0,0,0,10
2,780,ORA,אורה,780,847,629,0,629,26,6,0,0,0,0,102,26,0,2,0,0,0,0,0,17,16,187,23,0,0,0,166,1,0,1,0,0,0,0,0,56
2,783,EVEN SAPPIR,אבן ספיר,783,495,363,2,361,12,0,1,0,0,0,149,8,0,0,0,0,0,0,0,7,5,111,8,0,0,0,46,0,0,0,0,0,0,1,0,13
12,784,BET NEHEMYA,בית נחמיה,784,623,498,0,498,41,3,2,0,0,0,112,11,0,0,0,0,0,0,0,5,15,119,31,0,0,0,155,1,0,0,0,0,0,1,0,2
6,785,AHIHUD,אחיהוד,785,658,515,1,514,3,12,0,0,0,0,6,45,0,0,0,0,0,0,0,31,4,308,3,0,0,0,35,0,0,1,0,0,0,0,0,66
4,786,KEFAR ZETIM,כפר זיתים,786,481,356,3,353,9,7,0,0,0,0,2,31,0,0,0,0,0,0,0,14,6,216,0,1,0,0,33,0,0,0,0,0,0,0,2,32
2,787,GIV'AT YE'ARIM,גבעת יערים,787,937,714,1,713,49,8,1,0,0,0,119,51,0,0,0,0,0,0,0,17,14,194,73,0,0,0,147,0,1,0,1,0,0,0,1,37
12,788,ZETAN,זיתן,788,825,646,2,644,32,3,0,0,0,0,7,28,0,0,0,0,0,0,1,14,4,391,4,0,0,0,74,0,0,0,0,0,0,0,0,86
18,789,RANNEN,רנן,789,433,301,1,300,32,0,1,0,0,0,16,17,0,0,0,0,0,0,0,5,13,121,0,0,0,0,91,0,0,0,0,1,0,0,1,2
17,791,MASH'EN,משען,791,701,549,0,549,12,6,1,0,1,0,111,33,0,0,0,0,0,0,0,9,9,261,2,0,0,0,53,0,0,1,0,0,0,0,0,50
6,792,NETIV HASHAYYARA,נתיב השיירה,792,405,305,0,305,33,2,0,0,0,0,3,8,0,1,0,0,0,0,0,1,4,105,2,0,0,0,125,0,0,0,0,0,0,0,1,20
17,793,GIV'ATI,גבעתי,793,644,487,1,486,16,4,0,0,0,0,162,12,0,1,0,0,0,0,0,8,8,160,0,0,0,0,68,1,0,1,0,0,0,1,0,44
2,794,AGUR,עגור,794,298,234,1,233,4,10,1,0,0,0,2,7,0,0,0,0,0,0,0,5,2,156,7,0,0,0,16,0,0,0,0,0,0,0,0,23
6,795,YA'ARA,יערה,795,556,394,0,394,22,3,1,0,0,0,2,9,0,0,0,0,0,0,0,4,12,169,3,0,0,0,61,0,0,0,0,0,0,0,1,107
2,796,ZELAFON,צלפון,796,671,498,3,495,22,1,0,0,0,0,58,24,0,2,0,0,0,0,0,25,9,238,11,0,0,0,75,0,0,0,0,0,0,0,0,30
12,797,AHI'EZER,אחיעזר,797,1154,998,1,997,4,36,0,0,0,0,2,85,0,0,0,0,0,0,0,25,0,370,0,1,0,0,17,0,1,0,0,0,0,0,0,456
