_id,Lamas_code,settlement name,settlement name heb,settlement ID,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
503,3779,KOKHAV YA'AQOV,כוכב יעקב,3779,3243,2700,16,2684,5,276,0,0,0,1,419,0,0,0,0,11,4,248,2,1,0,2,0,2,0,2,9,854,0,848
504,824,KOKHAV MIKHA'EL,כוכב מיכאל,824,659,493,0,493,242,1,0,0,0,0,19,0,1,0,0,29,7,44,18,0,0,0,0,120,0,0,10,0,1,1
505,1252,KORAZIM,כורזים,1252,333,233,0,233,110,2,0,0,0,0,8,0,0,0,0,22,3,21,26,0,0,0,0,32,0,0,6,3,0,0
506,1210,KAHAL,כחל,1210,294,221,0,221,108,0,1,0,0,0,11,0,0,0,0,14,1,19,21,0,0,0,0,40,0,0,5,0,0,1
507,840,KISSUFIM,כיסופים,840,278,154,0,154,104,0,1,0,0,0,3,0,0,0,0,6,1,9,7,0,0,0,0,13,0,0,7,3,0,0
508,1153,#N/A,כישור,1153,107,84,0,84,44,1,1,0,0,0,2,0,0,0,0,3,1,7,13,1,0,1,0,7,0,0,0,0,1,2
509,1183,KELIL,כליל,1183,359,281,1,280,119,0,9,0,0,0,4,0,0,0,0,7,1,7,115,0,0,0,0,12,0,0,2,3,1,0
510,1229,KALLANIT,כלנית,1229,172,132,1,131,0,8,0,0,0,0,11,0,0,0,0,6,0,85,0,0,0,1,0,1,0,0,1,15,0,3
511,1331,KAMANE,כמאנה,1331,890,553,7,546,22,0,473,0,0,0,2,0,0,0,0,1,0,5,2,0,0,0,8,1,0,0,1,1,0,30
512,1291,KEMEHIN,כמהין,1291,168,134,0,134,41,0,0,0,0,0,17,0,0,0,0,15,5,13,21,0,0,0,0,9,0,0,8,5,0,0
513,1201,KAMMON,כמון,1201,472,389,3,386,214,1,3,0,0,0,19,0,0,0,0,14,1,20,61,1,0,1,1,44,0,0,4,0,0,2
514,4028,KANAF,כנף,4028,255,191,0,191,52,0,0,0,0,1,32,0,0,0,0,11,2,17,8,0,0,0,0,60,0,0,8,0,0,0
515,63,KINNERET(MOSHAVA),כנרת (מושבה),63,472,356,2,354,129,1,0,0,0,3,16,0,0,0,0,34,2,84,15,0,0,0,0,56,0,0,10,3,1,0
516,57,KINNERET(QEVUZA),כנרת (קבוצה),57,633,439,1,438,277,2,1,0,0,0,16,0,0,0,0,25,6,44,18,0,0,0,0,36,0,0,13,0,0,0
517,1059,KUSEIFE,כסיפה,1059,6660,3249,56,3193,146,1,2588,0,0,0,6,2,0,0,28,160,1,56,39,4,0,1,51,50,3,5,4,12,2,34
518,859,KESALON,כסלון,859,277,215,0,215,18,3,0,0,0,0,10,0,0,0,0,11,0,99,10,0,0,0,0,4,0,0,1,9,0,50
519,1296,KISRA-SUMEI,כסרא-סמיע,1296,4967,3240,38,3202,632,1,168,0,1,0,44,0,0,0,1,209,1322,361,63,0,0,0,1,143,1,1,4,172,1,77
520,978,KA'ABIYYE-TABBASH-HAJAJRE,כעביה-טבאש-חג'אג',978,3092,1437,8,1429,263,0,934,1,0,0,1,1,1,0,39,24,4,23,25,0,0,1,26,23,0,2,1,1,1,58
521,857,KEFAR AVIV,כפר אביב,857,518,420,4,416,182,8,0,0,0,0,18,0,0,0,0,29,4,73,22,0,0,0,1,69,0,0,6,2,1,1
522,3638,KEFAR ADUMMIM,כפר אדומים,3638,2062,1681,0,1681,118,7,0,0,0,0,601,0,0,0,0,100,24,619,11,8,0,0,0,111,0,1,17,60,0,4
523,364,KEFAR URIYYA,כפר אוריה,364,499,402,0,402,148,0,2,0,0,0,18,0,0,0,0,37,0,94,53,1,0,0,0,37,0,0,3,2,0,7
524,690,KEFAR AHIM,כפר אחים,690,484,386,2,384,99,2,0,0,0,0,23,0,0,0,0,43,6,119,9,0,0,0,0,65,0,0,4,9,1,4
525,220,KEFAR BIALIK,כפר ביאליק,220,417,318,1,317,148,1,0,0,0,0,22,0,0,0,0,22,5,50,17,0,0,0,0,50,0,0,2,0,0,0
526,177,KEFAR BILU,"כפר ביל""ו",177,839,684,4,680,392,2,0,0,0,0,23,0,0,0,0,30,2,65,50,0,0,0,0,94,0,0,16,3,0,3
527,357,KEFAR BLUM,כפר בלום,357,645,452,1,451,244,0,0,0,0,0,16,0,0,0,0,37,12,46,45,1,0,0,0,43,0,0,5,0,0,2
528,2010,KEFAR BIN NUN,כפר בן נון,2010,467,381,0,381,126,0,0,0,0,0,7,0,0,0,0,35,3,69,62,0,0,0,0,69,0,1,5,2,0,2
529,633,KAFAR BARA,כפר ברא,633,1903,1457,9,1448,9,0,1328,0,0,0,0,0,1,0,5,0,1,5,88,0,0,0,9,0,0,0,1,0,0,1
530,132,KEFAR BARUKH,כפר ברוך,132,328,257,1,256,104,0,0,0,0,0,10,0,0,0,0,23,6,57,7,0,0,0,0,36,0,0,8,4,0,1
531,106,KEFAR GID'ON,כפר גדעון,106,167,130,0,130,4,41,0,0,0,0,13,0,0,0,0,7,2,11,1,2,0,0,0,9,0,0,0,22,0,18
532,427,KEFAR GALLIM,כפר גלים,427,84,60,1,59,11,0,0,0,0,0,2,0,0,0,0,7,2,25,5,0,0,0,0,7,0,0,0,0,0,0
533,310,KEFAR GLIKSON,כפר גליקסון,310,260,194,2,192,121,0,0,0,0,0,2,0,0,0,0,12,1,9,27,0,0,0,0,16,0,0,3,0,1,0
534,76,KEFAR GIL'ADI,כפר גלעדי,76,545,366,4,362,249,2,0,0,0,0,8,0,0,0,0,32,5,13,31,0,0,0,0,14,0,0,5,1,0,2
535,707,KEFAR DANIYYEL,כפר דניאל,707,459,364,0,364,190,0,0,0,0,0,7,0,0,0,0,49,2,28,30,0,0,0,0,49,0,0,5,3,0,1
536,3796,KEFAR HAORANIM,כפר האורנים,3796,1358,1104,5,1099,440,5,0,0,0,0,66,0,0,0,0,96,5,128,71,0,1,0,0,261,0,0,10,14,0,2
537,192,KEFAR HAHORESH,כפר החורש,192,425,334,3,331,203,0,0,0,0,0,7,0,0,0,0,14,14,23,35,0,0,0,0,30,0,0,5,0,0,0
538,254,KEFAR HAMAKKABBI,כפר המכבי,254,289,200,0,200,137,0,0,0,0,0,4,0,0,0,0,11,1,9,10,0,0,0,0,27,0,0,1,0,0,0
539,582,KEFAR HANAGID,כפר הנגיד,582,744,592,2,590,246,2,0,0,0,0,30,0,0,0,0,48,10,96,27,0,0,0,0,104,1,1,22,2,1,0
540,443,KEFAR HANASI,כפר הנשיא,443,691,408,4,404,233,0,1,0,0,0,12,0,0,0,0,28,3,18,56,0,0,0,1,33,0,0,19,0,0,0
541,187,KEFAR HESS,כפר הס,187,952,754,2,752,455,2,2,0,0,0,12,0,0,0,0,21,2,48,89,1,0,0,0,108,0,0,11,0,0,1
542,217,KEFAR HARO'E,"כפר הרא""ה",217,709,600,1,599,24,3,0,0,0,0,328,0,0,0,0,21,1,135,8,0,0,0,0,26,0,0,2,42,0,9
543,888,KEFAR HARIF,"כפר הרי""ף",888,557,454,4,450,196,1,1,0,0,0,29,0,1,0,1,26,10,66,22,0,0,0,0,92,0,0,2,0,1,2
544,190,KEFAR VITKIN,כפר ויתקין,190,1356,1087,5,1082,678,0,2,0,0,0,21,0,0,0,0,42,3,36,138,0,0,0,0,147,0,0,11,2,0,2
545,320,KEFAR WARBURG,כפר ורבורג,320,740,598,1,597,288,0,0,0,0,0,30,0,0,0,0,46,10,69,42,0,0,0,0,92,0,0,11,4,0,5
546,1263,KEFAR WERADIM,כפר ורדים,1263,4400,3287,12,3275,1572,4,13,0,0,1,138,1,0,0,0,223,38,373,413,2,0,1,0,433,0,1,34,16,0,12
547,786,KEFAR ZETIM,כפר זיתים,786,451,319,0,319,27,5,0,0,0,0,35,0,0,0,0,26,1,187,0,0,0,0,0,16,0,1,0,7,0,14
548,696,KEFAR HABAD,"כפר חב""ד",696,3693,2617,6,2611,4,204,0,0,0,0,93,1,0,0,1,10,12,271,4,0,0,2,0,1,0,0,24,1954,0,30
549,609,KEFAR HOSHEN,כפר חושן,609,537,396,3,393,38,11,1,0,0,0,23,0,0,0,0,64,4,161,4,0,0,0,0,9,0,0,5,15,0,58
550,255,KEFAR HITTIM,כפר חיטים,255,487,356,1,355,108,1,0,0,0,0,12,0,0,0,0,50,4,109,12,0,0,0,0,51,0,0,6,0,0,2
551,193,KEFAR HAYYIM,כפר חיים,193,400,327,1,326,197,0,2,0,0,0,12,0,0,0,0,9,4,23,28,0,0,0,0,47,0,0,3,1,0,0
552,1297,KEFAR HANANYA,כפר חנניה,1297,425,333,1,332,72,5,0,0,0,0,39,0,0,0,0,27,4,110,14,0,0,0,0,40,0,0,6,10,0,5
553,112,KEFAR HASIDIM ALEF,כפר חסידים א',112,501,393,1,392,92,16,0,0,0,0,96,0,0,0,0,17,7,65,15,0,0,0,0,62,0,0,2,7,0,13
554,889,KEFAR HASIDIM BET,כפר חסידים ב',889,277,201,1,200,19,2,0,0,0,0,101,0,0,0,0,12,0,41,0,0,0,0,0,15,0,0,1,4,0,5
555,4004,KEFAR HARUV,כפר חרוב,4004,332,216,1,215,109,0,1,0,0,0,8,0,0,0,0,19,2,17,18,0,0,0,0,39,0,0,1,0,1,0
556,673,KEFAR TRUMAN,כפר טרומן,673,533,445,2,443,137,4,1,0,0,3,12,0,0,0,0,62,6,104,23,0,0,0,0,77,0,0,6,6,1,1
557,507,KAFAR YASIF,כפר יאסיף,507,7148,5117,32,5085,147,7,4517,0,0,0,15,0,0,0,1,32,71,79,165,0,0,2,7,14,1,0,10,1,1,15
558,233,KEFAR YEDIDYA,כפר ידידיה,233,489,399,1,398,244,0,1,0,0,0,8,0,0,0,0,19,2,24,31,0,0,0,0,62,0,0,7,0,0,0
559,140,KEFAR YEHOSHUA,כפר יהושע,140,707,587,2,585,373,0,0,0,0,0,18,0,0,0,0,16,8,30,59,1,0,0,0,66,0,0,12,1,0,1
560,168,KEFAR YONA,כפר יונה,168,13798,10566,83,10483,2568,62,5,0,0,0,607,0,0,0,0,1373,272,2931,284,3,2,1,1,1563,2,2,167,246,6,388
561,85,KEFAR YEHEZQEL,כפר יחזקאל,85,671,555,5,550,326,0,3,0,0,0,20,0,0,0,0,39,3,48,20,0,0,0,0,69,0,0,18,2,1,1
562,170,KEFAR YA'BEZ,כפר יעבץ,170,463,376,2,374,8,11,1,0,0,0,87,0,0,0,0,43,3,162,4,0,0,0,0,4,0,0,10,13,0,28
563,508,KAFAR KAMA,כפר כמא,508,2361,1111,28,1083,578,1,144,0,1,0,5,0,0,0,0,113,1,57,98,1,0,0,16,51,1,1,10,0,0,5
564,509,KAFAR KANNA,כפר כנא,509,12582,8804,47,8757,332,0,8097,0,0,0,3,0,0,0,2,39,64,27,64,1,0,4,31,4,0,5,1,4,4,75
565,387,KEFAR MONASH,כפר מונש,387,618,491,3,488,276,0,1,0,0,0,8,0,0,0,0,27,2,30,56,0,0,1,0,81,0,1,3,0,2,0
566,1095,KEFAR MAYMON,כפר מימון,1095,355,303,0,303,10,1,0,0,0,0,173,0,0,0,0,9,1,82,1,1,0,0,0,6,0,0,1,18,0,0
567,98,KEFAR MALAL,"כפר מל""ל",98,288,239,3,236,116,0,3,0,0,0,9,0,0,0,0,10,1,33,24,0,0,0,0,33,0,0,7,0,0,0
568,510,KAFAR MANDA,כפר מנדא,510,10484,8062,125,7937,572,0,6505,0,0,0,7,0,0,0,3,19,2,60,107,1,0,2,29,3,0,3,3,10,1,610
569,274,KEFAR MENAHEM,כפר מנחם,274,789,619,2,617,300,0,4,0,0,0,11,0,0,0,0,29,3,20,140,0,0,0,0,99,0,0,10,0,0,1
570,297,KEFAR MASARYK,כפר מסריק,297,519,388,2,386,217,0,0,0,0,0,5,0,0,0,0,3,9,13,104,0,0,0,1,30,0,0,3,0,0,1
571,512,KAFAR MISR,כפר מצר,512,1535,941,25,916,72,0,774,0,0,0,0,0,0,0,0,5,1,31,10,0,0,1,18,1,0,1,0,0,0,2
572,764,KEFAR MORDEKHAY,כפר מרדכי,764,428,344,2,342,192,2,0,0,0,0,4,0,0,0,0,14,2,23,26,0,0,0,0,73,0,0,5,0,0,1
573,316,KEFAR NETTER,כפר נטר,316,693,561,0,561,293,0,2,0,0,0,11,0,0,0,0,34,5,60,55,0,0,0,0,94,0,0,5,1,0,1
574,345,KEFAR SZOLD,כפר סאלד,345,443,333,0,333,228,0,1,0,0,0,8,0,0,0,0,11,1,9,40,0,0,0,0,23,0,0,12,0,0,0
575,6900,KEFAR SAVA,כפר סבא,6900,75994,56929,452,56477,19732,355,110,1,1,15,3148,4,4,0,2,4452,1912,12364,3380,33,6,2,1,8086,8,33,648,771,35,1374
576,107,KEFAR SILVER,כפר סילבר,107,91,51,0,51,11,0,0,0,0,0,8,0,0,0,0,2,2,14,5,0,0,0,0,5,0,0,1,1,0,2
577,249,KEFAR SIRKIN,כפר סירקין,249,847,674,3,671,335,1,2,0,0,0,17,0,0,0,0,40,2,83,46,0,0,0,0,125,0,0,9,5,0,6
578,845,KEFAR AZZA,כפר עזה,845,674,509,0,509,326,0,1,0,0,0,19,0,0,0,0,19,4,19,60,0,0,0,1,45,0,1,9,3,0,2
579,3488,KEFAR EZYON,כפר עציון,3488,421,337,0,337,12,0,0,0,0,0,211,0,0,0,0,16,1,69,4,0,0,0,0,9,0,0,3,11,0,1
580,189,KEFAR PINES,כפר פינס,189,348,298,1,297,6,2,0,0,0,0,176,0,0,0,0,13,0,54,2,3,0,1,0,8,0,0,1,29,0,2
581,634,KAFAR QASEM,כפר קאסם,634,12781,8056,44,8012,101,2,6410,2,0,1,7,0,0,0,14,14,3,34,1363,1,0,2,35,1,0,4,5,4,1,8
582,388,KEFAR KISCH,כפר קיש,388,374,278,2,276,149,0,0,0,0,0,13,0,0,0,0,16,2,34,18,0,1,0,0,38,0,0,3,0,0,2
583,654,KAFAR QARA,כפר קרע,654,11227,8379,59,8320,93,1,7843,0,0,1,2,0,1,0,41,125,2,26,135,0,0,2,35,1,2,0,2,0,1,7
584,579,KEFAR ROSH HANIQRA,כפר ראש הנקרה,579,895,668,2,666,360,0,0,0,0,2,27,0,0,0,0,46,6,81,35,0,0,0,0,87,0,0,10,1,2,9
585,1130,KEFAR ROZENWALD(ZARIT),כפר רוזנואלד (זרע,1130,198,148,0,148,19,1,0,0,0,0,9,0,0,0,0,19,1,69,0,0,0,0,0,7,0,0,3,3,0,17
586,295,KEFAR RUPPIN,כפר רופין,295,396,268,0,268,168,0,1,0,0,0,11,0,0,0,0,10,3,15,22,0,0,0,0,31,0,0,6,1,0,0
587,1166,KEFAR RUT,כפר רות,1166,180,156,0,156,47,2,0,0,0,0,21,0,0,0,0,29,0,17,13,0,1,0,0,23,0,0,3,0,0,0
588,605,KEFAR SHAMMAY,כפר שמאי,605,299,224,0,224,14,11,0,0,0,0,33,0,1,0,0,28,2,97,1,0,0,0,0,5,0,1,1,11,0,19
589,743,KEFAR SHEMU'EL,כפר שמואל,743,529,437,5,432,193,1,2,0,0,0,16,0,0,0,0,33,6,56,41,1,0,0,0,73,0,1,4,0,0,5
590,267,KEFAR SHEMARYAHU,כפר שמריהו,267,1762,1207,9,1198,636,6,4,0,0,0,29,0,0,0,0,40,9,157,102,0,0,0,0,194,0,0,11,8,0,2
591,47,KEFAR TAVOR,כפר תבור,47,2785,2097,3,2094,852,5,6,0,0,0,144,0,0,0,0,163,28,413,96,0,0,0,2,324,0,0,22,20,3,16
592,3572,KEFAR TAPPUAH,כפר תפוח,3572,490,372,1,371,1,2,0,0,0,0,146,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,114,0,11
593,1285,KARKOM,כרכום,1285,443,337,2,335,134,2,0,0,0,0,28,0,0,0,0,30,2,56,17,0,0,0,0,57,0,0,5,0,0,4
594,664,KEREM BEN ZIMRA,כרם בן זמרה,664,364,288,0,288,33,5,0,0,0,0,39,0,0,0,0,28,6,127,0,1,0,0,0,15,0,0,9,3,0,22
595,1094,KEREM YAVNE(YESHIVA),כרם יבנה (ישיבה),1094,162,147,0,147,0,12,0,0,0,0,76,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,55,0,0
596,580,KEREM MAHARAL,"כרם מהר""ל",580,598,478,0,478,221,1,2,0,0,0,24,0,0,0,0,33,4,56,65,0,0,0,0,63,0,0,5,2,0,2
597,1085,KEREM SHALOM,כרם שלום,1085,95,48,0,48,18,0,2,0,0,0,6,0,0,0,0,2,1,6,6,0,0,0,0,0,0,0,6,1,0,0
598,1264,KARME YOSEF,כרמי יוסף,1264,1418,1129,7,1122,584,2,2,0,0,0,40,0,0,0,0,59,11,122,129,2,0,0,0,146,0,0,11,11,1,2
599,3766,KARME ZUR,כרמי צור,3766,529,475,0,475,0,4,0,0,0,0,306,0,0,0,0,1,0,71,0,0,0,0,0,0,0,0,4,86,0,3
600,1139,KARMI'EL,כרמיאל,1139,39888,25162,435,24727,4328,647,318,7,3,6,1367,3,4,0,3,2150,4532,6684,435,9,3,1,15,2995,11,11,359,188,18,630
601,768,KARMIYYA,כרמיה,768,464,356,0,356,125,0,4,0,0,0,19,0,0,0,0,28,6,62,66,0,0,0,0,32,0,2,5,3,1,3
602,1198,KERAMIM,כרמים,1198,124,95,0,95,40,0,0,0,0,0,19,0,0,0,0,8,0,6,13,0,0,0,0,8,0,0,1,0,0,0
603,3656,KARMEL,כרמל,3656,263,214,0,214,0,0,0,0,0,0,146,0,0,0,0,0,1,20,0,0,0,0,0,2,0,0,45,0,0,0
604,1207,LAVON,לבון,1207,347,283,2,281,120,1,0,0,0,0,17,0,0,0,0,23,3,41,10,0,0,0,0,64,0,0,1,0,0,1
605,585,LAVI,לביא,585,521,386,0,386,28,1,0,0,0,0,214,0,0,0,0,9,2,86,3,1,0,1,0,17,0,0,1,19,1,3
606,1230,LIVNIM,לבנים,1230,315,222,0,222,65,1,1,0,0,0,21,0,0,0,0,24,6,57,10,0,0,0,0,31,0,0,4,0,0,2
607,2023,LAHAV,להב,2023,407,289,0,289,140,0,3,0,0,0,4,0,1,0,0,10,1,7,80,0,0,0,0,30,0,0,10,1,1,1
608,380,LAHAVOT HABASHAN,להבות הבשן,380,629,463,2,461,185,1,7,0,0,0,17,0,0,0,0,16,9,34,139,0,0,0,0,44,0,0,6,0,1,2
609,715,LAHAVOT HAVIVA,להבות חביבה,715,483,383,1,382,218,0,1,0,0,1,6,0,0,0,0,19,8,11,70,0,0,0,0,44,0,0,2,0,0,2
610,1271,LEHAVIM,להבים,1271,4740,3709,5,3704,1406,4,46,0,1,0,164,0,0,0,0,296,73,717,233,0,0,0,0,684,0,3,31,28,1,17
611,7000,LOD,לוד,7000,52711,32461,545,31916,2216,275,5155,10,4,6,2065,10,3,0,4,2472,3288,10460,284,12,8,17,70,1757,17,20,290,1444,31,1998
612,52,LUZIT,לוזית,52,355,276,0,276,31,17,0,0,0,0,30,0,0,0,0,15,0,105,11,0,0,0,0,15,0,0,1,9,0,42
613,595,LOHAME HAGETA'OT,לוחמי הגיטאות,595,458,347,2,345,236,0,0,0,0,0,7,0,0,0,0,11,6,21,27,0,0,0,1,31,0,0,3,1,0,1
614,1171,LOTEM,לוטם,1171,413,318,2,316,160,1,5,0,0,0,5,0,0,0,0,17,0,10,50,0,1,0,1,60,0,0,6,0,0,0
615,1255,LOTAN,לוטן,1255,138,85,2,83,40,0,0,0,0,0,2,0,0,0,0,2,5,4,19,0,0,0,0,10,0,0,1,0,0,0
616,674,LIMAN,לימן,674,499,391,1,390,130,1,0,0,0,0,34,0,0,0,0,36,6,79,6,0,0,0,0,84,0,0,8,0,0,6
617,24,LAKHISH,לכיש,24,491,408,3,405,238,0,1,0,0,0,11,0,0,0,0,8,1,18,65,0,0,0,0,55,0,0,7,0,0,1
618,1310,LAPPID,לפיד,1310,1676,1320,9,1311,455,2,3,0,0,1,74,0,0,0,0,185,12,213,106,0,0,0,0,217,0,0,27,11,0,5
619,1173,LAPPIDOT,לפידות,1173,126,93,0,93,11,0,0,0,0,0,3,0,0,0,0,26,0,23,6,0,0,0,0,5,0,0,2,0,0,17
620,1060,LAQYE,לקיה,1060,6012,2696,46,2650,13,0,2420,1,1,1,2,0,0,0,15,24,2,20,64,0,1,3,42,4,0,2,0,5,1,29
621,2055,MA'OR,מאור,2055,760,612,1,611,194,1,1,0,0,0,43,0,0,0,0,59,7,153,44,1,0,0,0,73,0,0,10,12,0,13
622,102,ME'IR SHEFEYA,מאיר שפיה,102,92,49,0,49,15,0,0,0,0,0,2,0,0,0,0,9,1,12,8,0,0,0,0,2,0,0,0,0,0,0
623,771,MEVO BETAR,מבוא ביתר,771,496,383,4,379,74,0,0,0,0,0,38,0,0,0,0,31,5,128,19,1,0,0,0,59,0,0,5,17,1,1
624,3569,MEVO DOTAN,מבוא דותן,3569,265,169,0,169,14,1,1,0,0,0,39,0,0,0,0,8,14,73,1,0,0,0,0,2,0,0,4,11,0,1
625,3709,MEVO HORON,מבוא חורון,3709,942,861,3,858,0,32,0,0,0,0,448,0,0,0,0,3,0,64,1,0,0,2,0,1,0,0,0,282,0,25
626,4204,MEVO HAMMA,מבוא חמה,4204,345,242,1,241,140,1,1,0,0,1,9,0,0,0,0,11,2,20,28,0,0,0,0,26,0,0,2,0,0,0
627,1141,MEVO MODI'IM,מבוא מודיעים,1141,186,122,0,122,4,11,0,0,0,0,39,0,0,0,0,8,1,37,1,0,0,0,0,1,0,0,0,16,0,4
628,1080,MABBU'IM,מבועים,1080,835,611,1,610,131,3,0,0,0,0,48,0,0,0,0,50,10,232,13,0,0,0,0,73,0,1,9,15,0,25
629,829,MIVTAHIM,מבטחים,829,367,230,2,228,35,1,0,0,0,0,19,0,0,0,0,20,3,104,2,0,0,0,0,13,0,0,4,6,0,21
630,573,MAVQI'IM,מבקיעים,573,297,233,2,231,54,1,0,0,0,0,20,0,0,0,0,29,3,76,2,0,0,0,0,25,0,0,8,6,0,7
631,1015,MEVASSERET ZIYYON,מבשרת ציון,1015,18713,14018,72,13946,3724,74,23,1,0,1,759,1,0,0,1,1115,175,4521,1070,7,1,3,1,1518,1,3,105,301,5,536
632,516,MAJD AL-KURUM,מג'ד אל-כרום,516,8940,6691,33,6658,522,0,5895,0,1,0,1,0,0,0,3,7,3,11,123,2,1,4,39,8,1,3,3,3,2,26
633,4201,MAJDAL SHAMS,מג'דל שמס,4201,580,114,7,107,40,0,0,0,0,0,1,0,0,0,0,14,2,40,4,0,0,0,0,1,0,0,2,0,0,3
634,481,MUGHAR,מגאר,481,14173,6687,116,6571,1058,4,2580,2,4,4,37,0,1,0,3,718,809,211,136,0,1,3,42,127,3,10,18,20,1,779
635,689,MEGADIM,מגדים,689,775,616,7,609,169,4,0,0,0,0,24,0,0,0,0,63,7,165,28,0,0,0,0,71,0,2,8,40,3,25
636,874,MIGDAL HAEMEQ,מגדל העמק,874,20631,13496,199,13297,1183,158,4,1,1,2,542,0,1,0,0,984,2236,4642,71,4,6,4,2,815,5,14,125,675,13,1809
637,3561,MIGDAL OZ,מגדל עוז,3561,240,173,0,173,2,0,1,0,0,0,126,0,0,0,0,2,1,31,3,0,0,0,0,1,0,0,0,6,0,0
638,65,MIGDAL,מגדל,65,1269,858,2,856,82,11,2,0,0,0,45,0,0,0,0,66,10,397,6,0,0,1,0,35,0,0,9,53,0,139
639,3751,MIGDALIM,מגדלים,3751,134,93,0,93,2,0,1,0,0,0,34,0,0,0,0,3,7,26,2,0,0,0,0,4,0,0,8,6,0,0
640,586,MEGIDDO,מגידו,586,585,448,0,448,235,0,2,0,0,0,11,0,0,0,0,27,3,30,74,0,0,0,0,62,0,0,3,1,0,0
641,375,MAGGAL,מגל,375,717,600,3,597,396,0,1,0,0,0,13,0,0,0,0,23,9,14,62,1,0,0,0,70,0,0,7,1,0,0
642,1155,MAGEN SHA'UL,מגן שאול,1155,342,260,2,258,45,1,0,0,0,0,12,0,0,0,0,32,4,121,5,0,0,1,0,24,0,0,2,5,0,6
643,695,MAGEN,מגן,695,486,340,3,337,131,0,6,0,0,0,1,0,0,0,0,8,2,10,146,0,0,0,0,29,0,0,3,1,0,0
644,722,MAGSHIMIM,מגשימים,722,638,482,0,482,193,1,0,0,0,1,12,0,0,0,0,36,5,93,33,0,0,1,0,90,0,0,14,2,0,1
645,2029,MIDRAKH OZ,מדרך עוז,2029,517,396,5,391,70,8,0,0,0,0,39,0,0,0,0,47,17,142,7,0,0,0,0,26,0,0,8,5,0,22
646,1140,MIDRESHET BEN GURION,מדרשת בן גוריון,1140,974,736,3,733,358,2,8,0,0,0,23,0,0,0,0,30,6,55,189,0,0,0,0,48,0,1,5,5,1,2
647,3797,MODI'IN ILLIT,מודיעין עילית,3797,23529,21002,1136,19866,6,15044,2,1,4,0,259,0,0,0,0,29,15,256,8,8,1,4,0,10,3,24,31,818,1,3342
648,1200,MODI'IN-MAKKABBIM-RE'UT,מודיעין-מכבים-רעו,1200,54689,43995,165,43830,12735,256,36,2,0,4,4630,1,1,0,0,3561,959,10025,2122,28,1,4,0,7894,5,21,443,514,41,547
649,1360,SA'WA,מולדה,1360,108,59,0,59,2,0,49,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,2,0,0
650,269,MOLEDET,מולדת,269,687,551,3,548,350,1,0,0,0,0,15,0,0,0,0,25,3,35,31,0,0,0,0,76,0,0,8,1,0,3
651,208,MOZA ILLIT,מוצא עילית,208,714,507,4,503,235,1,4,0,0,0,20,0,0,0,0,33,7,50,88,0,0,0,0,59,0,0,3,0,1,2
652,635,MUQEIBLE,מוקייבלה,635,2105,1339,11,1328,85,0,1205,0,0,0,1,0,1,0,0,1,0,6,15,0,0,1,8,1,0,0,1,1,0,2
653,1163,MORAN,מורן,1163,300,237,2,235,114,0,0,0,0,0,12,0,0,0,0,15,4,18,23,0,0,0,0,41,0,0,6,0,0,2
654,1178,MORESHET,מורשת,1178,818,703,2,701,7,2,0,0,0,0,502,0,0,0,0,17,1,120,1,0,0,0,0,8,0,0,1,34,0,8
655,606,MAZOR,מזור,606,773,615,1,614,271,1,3,0,0,0,18,0,0,0,0,56,1,68,45,1,0,0,0,137,0,0,11,0,0,2
656,28,MAZKERET BATYA,מזכרת בתיה,28,8656,6903,45,6858,2197,18,7,0,0,0,513,0,0,0,0,726,141,1638,282,6,0,0,0,1006,1,5,89,84,2,143
657,104,MIZRA,מזרע,104,655,477,2,475,277,1,0,0,0,0,11,0,0,0,0,10,1,7,107,0,0,0,0,49,0,0,10,0,2,0
658,517,MAZRA'A,מזרעה,517,2665,2106,12,2094,33,0,1898,1,0,0,0,1,0,0,0,3,1,10,122,0,0,1,4,0,0,0,0,7,0,13
659,3599,MEHOLA,מחולה,3599,394,324,2,322,13,0,0,0,0,0,185,0,0,0,0,2,3,60,4,0,0,0,0,6,0,0,5,43,0,1
660,1418,#N/A,מחנה טלי,1418,167,110,0,110,36,0,0,0,0,0,13,0,0,0,0,5,1,28,4,0,0,0,0,22,0,0,0,1,0,0
661,1413,#N/A,מחנה יהודית,1413,95,76,1,75,21,0,0,0,0,0,4,0,0,0,0,8,3,27,1,1,0,0,0,9,0,0,0,0,0,1
662,1416,#N/A,מחנה יוכבד,1416,121,104,0,104,31,0,0,0,0,0,14,0,0,0,0,2,4,30,4,0,0,0,0,12,0,0,1,5,0,1
663,1415,#N/A,מחנה יפה,1415,244,176,0,176,70,0,0,0,0,0,15,0,0,0,0,10,8,34,11,1,0,0,0,25,0,0,0,0,0,2
664,1414,#N/A,מחנה מרים,1414,108,64,0,64,17,0,0,0,0,0,4,0,0,0,0,4,0,22,3,0,0,0,0,13,0,0,0,0,0,1
