Committee symbol,ballot id,settlement name,settlement ID,Ballot num,concentrate,Judge,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס
19,10563,fresh,8700,40.0,7,0,663,429,1,428,32,7,0,0,0,0,43,0,0,0,0,0,0,0,0,10,109,0,0,0,1,0,203,0,0,0,0,0,0,23
19,10564,fresh,8700,41.0,7,0,507,358,0,358,18,10,0,0,0,0,98,0,0,0,0,0,0,0,0,8,95,0,0,0,5,0,106,0,0,0,0,1,0,17
19,10565,fresh,8700,42.0,8,0,509,368,2,366,17,8,1,0,0,0,27,0,0,0,0,0,0,0,0,12,102,0,0,0,1,0,185,0,0,0,0,0,0,13
19,10566,fresh,8700,43.0,11,0,439,300,0,300,19,9,0,1,0,0,39,0,0,0,0,0,0,0,0,4,106,0,0,0,1,0,89,0,0,0,0,0,0,32
19,10567,fresh,8700,44.0,14,0,734,481,2,479,28,10,1,1,0,0,85,0,0,0,0,0,0,0,0,3,128,0,0,0,4,0,192,0,1,0,0,0,0,26
19,10568,fresh,8700,45.0,36,0,676,423,1,422,33,14,1,0,0,0,25,0,0,0,0,0,0,0,0,19,143,0,0,0,1,0,160,1,1,0,0,0,0,24
19,10569,fresh,8700,46.0,8,0,680,431,1,430,41,5,0,0,0,0,47,0,0,0,0,0,0,0,0,11,110,0,1,0,3,0,182,0,0,0,0,1,0,29
19,10570,fresh,8700,47.0,41,0,705,480,2,478,32,11,0,0,0,0,44,0,0,0,0,0,0,0,0,13,158,0,0,0,4,0,189,0,0,0,0,0,0,27
19,10571,fresh,8700,49.0,19,0,568,360,0,360,44,4,3,0,0,0,36,0,0,0,0,0,0,0,0,4,70,0,0,0,1,0,192,0,0,0,0,0,0,6
19,10572,fresh,8700,51.0,36,0,699,468,1,467,35,11,2,2,0,0,32,0,0,0,0,0,0,0,0,10,130,0,0,0,2,0,222,0,0,0,0,0,0,21
19,10573,fresh,8700,52.0,36,0,551,353,1,352,33,5,0,0,0,0,30,0,0,0,0,0,0,0,0,14,105,0,0,0,0,0,136,0,0,0,0,1,0,28
19,10574,fresh,8700,53.1,2,0,588,383,0,383,23,3,0,0,0,0,28,0,0,0,0,0,0,0,0,12,129,0,0,0,1,0,166,0,0,0,0,0,0,21
19,10575,fresh,8700,53.2,2,0,588,335,3,332,26,6,1,0,0,0,23,0,0,0,0,0,0,0,0,20,87,0,0,0,0,0,159,0,0,0,0,0,0,10
19,10576,fresh,8700,53.3,2,0,588,367,1,366,27,5,2,1,0,0,29,0,0,0,0,0,0,0,0,15,113,1,0,0,0,0,159,0,0,0,0,0,0,14
19,10577,fresh,8700,53.4,2,0,588,374,3,371,22,9,1,0,0,0,21,0,0,0,0,0,0,1,0,23,111,0,0,0,2,0,165,0,0,0,0,0,1,15
19,10578,fresh,8700,53.5,2,0,584,335,2,333,36,7,0,0,0,0,18,0,0,0,0,0,0,0,0,16,83,1,0,0,0,0,162,0,0,0,0,0,0,10
19,10579,fresh,8700,55.1,32,0,708,371,0,371,30,8,0,0,0,0,47,0,0,0,0,0,0,0,0,9,103,0,0,0,1,0,169,0,0,0,0,0,0,4
19,10580,fresh,8700,55.2,32,0,708,381,1,380,21,5,2,0,0,0,63,0,0,0,0,0,0,0,0,7,124,0,0,0,3,0,150,0,0,0,0,0,0,5
19,10581,fresh,8700,55.3,32,0,708,333,0,333,19,2,3,0,1,0,42,0,0,0,0,0,0,0,0,8,97,0,0,0,2,0,152,0,0,0,0,0,0,7
19,10582,fresh,8700,55.4,32,0,705,338,1,337,27,10,0,0,0,0,55,0,0,0,0,0,0,0,0,11,72,0,0,0,3,0,153,0,0,0,0,0,0,6
19,10583,fresh,8700,56.0,5,0,688,461,3,458,20,10,2,0,0,0,67,0,0,0,0,0,0,0,0,6,129,0,0,0,3,0,197,1,0,0,1,0,0,22
19,10584,fresh,8700,57.0,19,0,595,406,0,406,31,2,1,0,0,0,27,0,0,0,0,0,0,0,0,7,91,0,0,0,2,0,235,0,0,0,0,0,0,10
19,10585,fresh,8700,58.0,5,0,715,468,0,468,42,12,0,0,0,0,56,0,0,0,0,0,0,0,0,10,104,0,0,0,0,0,229,0,0,0,0,0,0,15
19,10586,fresh,8700,59.0,36,0,618,389,0,389,31,6,3,2,0,0,27,0,0,0,0,0,0,0,0,14,95,2,0,0,1,0,193,0,0,0,0,0,0,15
19,10587,fresh,8700,60.0,6,0,594,425,2,423,35,3,4,0,0,0,48,0,0,0,0,0,0,0,0,5,102,1,0,0,0,0,203,0,0,0,0,0,0,22
19,10588,fresh,8700,61.0,1,0,542,366,2,364,32,2,0,0,0,0,32,0,0,0,0,0,0,0,0,5,107,0,0,1,1,0,176,1,0,0,0,0,0,7
19,10589,fresh,8700,62.0,16,0,714,484,2,482,45,2,4,0,0,0,26,0,0,0,0,0,0,0,0,4,116,0,0,0,0,0,282,0,0,0,0,0,0,3
19,10590,fresh,8700,65.0,17,0,555,392,4,388,31,8,2,0,0,0,32,0,0,0,0,0,0,0,0,15,82,0,0,0,0,0,213,0,0,0,0,0,1,4
19,10591,fresh,8700,66.0,5,0,639,435,1,434,37,2,1,0,0,0,49,0,0,0,0,0,0,0,0,9,82,0,0,0,1,0,247,0,0,0,0,0,0,6
19,10592,fresh,8700,67.0,1,0,595,383,1,382,38,1,0,0,0,0,31,0,0,0,0,0,0,0,0,14,96,1,0,0,0,0,195,0,0,0,0,0,0,6
19,10593,fresh,8700,68.0,1,0,528,391,0,391,33,7,5,0,0,0,6,0,0,0,0,0,0,0,0,16,66,0,0,0,0,0,255,0,0,0,0,0,0,3
19,10594,fresh,8700,69.0,16,0,667,461,0,461,45,2,3,0,0,0,12,0,0,0,0,0,0,0,0,11,93,0,0,0,0,0,291,0,0,0,0,0,0,4
19,10595,fresh,8700,70.0,44,0,571,390,1,389,49,2,2,2,0,0,13,0,0,0,0,0,0,0,0,11,47,0,0,0,1,0,259,0,0,1,0,0,0,2
19,10596,fresh,8700,71.0,12,0,667,501,1,500,30,2,2,0,0,0,10,0,0,0,0,0,0,0,0,25,101,0,0,0,2,0,322,0,0,0,0,0,0,6
19,10597,fresh,8700,72.1,43,0,357,263,1,262,28,2,1,1,1,0,16,0,0,0,0,0,0,0,1,7,50,1,1,0,1,0,146,0,0,0,0,0,0,6
19,10598,fresh,8700,72.2,43,0,327,244,1,243,28,2,1,0,0,0,28,0,0,0,0,0,0,0,0,3,29,0,0,0,1,0,147,0,1,0,1,0,0,2
19,10599,fresh,8700,73.0,44,0,692,500,2,498,40,13,1,2,0,0,22,0,0,0,0,0,0,0,0,41,155,0,0,0,2,0,197,1,0,0,0,0,0,24
19,10600,fresh,8700,74.0,15,0,586,430,1,429,59,3,2,1,0,0,13,0,0,0,0,0,0,0,0,13,117,0,0,0,0,0,212,0,0,0,0,0,0,9
19,10601,fresh,8700,78.0,44,0,645,522,3,519,38,9,0,0,0,0,12,0,0,0,0,0,0,0,0,25,127,0,0,0,3,0,294,0,0,0,0,0,0,11
19,10602,fresh,8700,79.0,12,0,678,489,1,488,52,3,2,0,0,0,14,0,0,0,0,1,0,0,0,12,114,0,0,0,0,0,281,0,0,0,0,1,0,8
19,10603,fresh,8700,80.0,9,0,728,501,2,499,35,21,2,0,0,0,55,0,0,0,0,0,0,0,0,10,183,0,0,0,2,0,146,0,0,0,0,0,0,45
19,10604,fresh,8700,81.0,18,0,584,398,1,397,34,6,0,2,0,0,29,0,0,0,0,0,0,0,0,22,115,0,0,0,1,0,166,0,0,0,0,0,0,22
19,10605,fresh,8700,83.0,1,0,493,360,1,359,38,4,0,0,0,0,18,0,0,0,0,0,0,0,0,7,73,2,0,0,1,1,213,0,0,0,0,0,0,2
19,10606,fresh,8700,84.0,8,0,499,341,2,339,27,10,4,0,0,0,27,0,0,0,0,0,0,0,0,10,119,0,0,0,1,0,104,0,0,0,0,0,0,37
19,10607,fresh,8700,85.0,16,0,539,374,1,373,25,1,2,0,0,0,15,0,0,0,0,0,0,0,0,4,72,0,0,0,0,0,246,0,0,0,0,0,0,8
19,10608,fresh,8700,86.0,44,0,609,437,1,436,45,1,2,1,0,0,8,0,0,0,0,0,0,0,0,17,73,0,0,0,0,0,288,0,0,0,0,0,0,1
19,10609,fresh,8700,87.0,14,0,485,335,0,335,26,9,2,1,0,0,80,0,0,0,0,0,0,0,0,4,93,0,0,0,1,0,103,0,0,0,0,0,0,16
19,10610,fresh,8700,88.0,37,0,590,393,1,392,43,8,1,0,1,0,28,1,0,0,0,0,0,0,0,7,80,0,0,0,1,0,215,0,0,0,0,1,0,6
19,10611,fresh,8700,89.0,20,0,559,340,2,338,14,13,0,1,0,0,39,0,0,0,0,0,0,0,0,4,117,0,0,0,3,0,110,0,0,0,0,0,0,37
19,10612,fresh,8700,90.1,35,0,656,455,0,455,27,9,1,0,0,0,85,0,0,0,0,0,0,0,0,4,125,0,0,0,0,0,180,0,0,0,0,0,0,24
19,10613,fresh,8700,90.2,35,0,656,447,2,445,28,5,2,0,0,0,92,0,0,0,0,0,0,0,0,4,124,0,0,0,1,0,175,0,0,0,0,0,0,14
19,10614,fresh,8700,90.3,35,0,656,445,0,445,26,1,2,1,0,0,74,0,0,0,0,0,0,0,0,7,122,0,0,0,1,0,195,0,0,0,0,0,0,16
19,10615,fresh,8700,90.4,35,0,656,454,1,453,28,5,0,0,0,0,73,0,0,0,0,0,0,0,0,7,128,0,0,0,1,0,200,0,0,0,0,0,0,11
19,10616,fresh,8700,90.5,35,0,656,447,1,446,27,2,0,1,0,0,73,0,0,0,0,0,0,0,0,4,131,0,0,0,1,0,197,0,0,0,0,0,0,10
19,10617,fresh,8700,90.6,35,0,656,466,2,464,25,5,0,1,0,0,90,0,0,0,0,0,0,0,0,5,122,0,0,0,0,0,208,0,0,0,0,0,0,8
19,10618,fresh,8700,90.7,35,0,656,476,0,476,28,10,0,0,0,0,75,0,0,0,0,0,0,0,0,10,115,0,0,0,5,0,220,0,0,0,0,0,0,13
19,10619,fresh,8700,92.0,37,1,657,458,4,454,34,5,1,0,0,0,38,0,0,0,0,0,0,0,0,19,88,0,0,0,0,0,256,0,0,0,0,0,0,13
19,10620,fresh,8700,93.0,6,0,719,497,0,497,43,8,2,0,0,0,67,0,0,0,0,0,0,0,0,22,121,0,0,0,1,0,206,0,0,0,0,0,0,27
19,10621,fresh,8700,94.0,7,0,487,309,1,308,8,5,0,0,0,0,48,0,0,0,0,0,0,0,0,4,101,1,0,0,0,0,122,0,0,0,0,1,0,18
19,10622,fresh,8700,95.0,17,0,675,425,1,424,35,4,2,0,0,0,21,0,0,0,0,0,0,0,0,8,90,0,0,0,0,0,250,0,0,0,0,0,0,14
19,10623,fresh,8700,96.0,42,0,601,449,2,447,33,4,1,0,0,0,24,0,0,0,0,0,0,0,0,15,98,0,0,0,1,0,268,0,0,0,0,0,0,3
19,10624,fresh,8700,97.0,42,0,715,523,1,522,44,3,0,1,0,0,36,0,0,0,0,0,1,0,0,17,134,0,0,0,1,0,280,0,0,0,0,0,0,5
19,10625,fresh,8700,98.0,42,0,643,490,0,490,38,0,1,0,0,0,13,0,0,0,0,0,0,0,0,13,125,0,0,0,1,0,289,0,0,0,0,0,0,10
19,10626,fresh,8700,99.0,45,0,530,412,0,412,24,1,0,1,0,0,17,0,0,0,0,0,0,0,0,19,71,0,0,0,1,0,265,0,0,0,0,0,0,13
19,10627,fresh,8700,100.0,19,0,621,423,1,422,37,12,2,2,0,0,49,0,0,0,0,0,0,0,0,16,115,0,0,0,1,0,160,0,0,0,0,0,0,28
19,10628,fresh,8700,102.0,46,1,607,476,5,471,27,2,0,1,0,0,19,0,0,0,0,0,0,0,0,11,116,0,0,0,1,0,286,0,0,0,0,0,0,8
19,10629,fresh,8700,103.0,45,0,665,540,0,540,26,1,0,0,0,0,30,0,0,0,0,0,0,0,0,22,148,1,0,0,1,0,299,0,0,0,0,0,0,12
19,10630,fresh,8700,104.0,46,0,630,518,5,513,34,2,2,0,0,0,19,0,0,0,0,0,0,0,0,25,143,0,0,0,0,0,281,0,0,0,0,0,0,7
19,10631,fresh,8700,107.0,17,0,556,418,0,418,29,3,1,0,0,0,27,0,0,0,0,0,0,0,0,8,101,0,0,0,0,0,236,0,0,0,0,1,0,12
6,2670,cyclamen,1228,1.0,1,0,793,589,0,589,105,0,5,0,0,0,12,0,0,0,0,0,0,0,0,23,64,1,0,0,0,0,378,0,0,0,0,0,0,1
10,4661,Rashpon,247,1.0,1,0,394,307,4,303,40,0,2,2,0,0,4,0,0,0,0,0,0,0,0,4,40,0,0,0,0,0,209,1,0,0,0,0,0,1
10,4662,Rashpon,247,2.0,1,0,484,376,1,375,56,0,2,0,0,0,5,0,0,0,0,0,0,0,0,5,52,1,0,0,0,0,252,0,1,0,0,0,0,1
5,1683,Resheph,437,1.0,1,0,616,500,1,499,137,1,1,0,0,0,45,0,0,0,0,0,0,0,0,6,57,0,0,0,0,0,248,0,0,0,0,0,0,4
18,10122,harnesses,1260,1.0,1,0,236,195,2,193,8,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,33,1,0,0,6,0,29,0,0,0,0,0,0,0
3,1278,rest of the settlement,324,1.0,1,0,421,302,0,302,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,88,0,2,0,0,0,158,0,0,0,0,1,0,4
6,2245,Shavei Tzion,282,1.0,1,0,494,348,0,348,32,1,2,0,0,0,16,0,0,0,0,0,0,0,0,8,107,1,0,0,0,0,180,0,0,0,0,0,0,1
6,2246,Shavei Tzion,282,2.0,1,0,386,264,0,264,34,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,62,0,0,0,0,0,151,0,0,0,0,0,0,2
10,4796,Shavi Samaria,3571,1.0,2,0,559,446,2,444,0,51,0,0,0,0,178,0,0,0,0,0,0,0,0,5,148,0,0,0,45,0,8,0,0,0,0,0,1,8
5,1566,Shabli Um Elganam,913,1.0,1,0,731,416,2,414,17,0,355,0,0,0,2,0,0,3,0,0,0,0,0,7,0,0,0,1,0,0,29,0,0,0,0,0,0,0
5,1567,Shabli Um Elganam,913,2.0,2,0,748,437,1,436,36,0,355,0,0,0,3,0,0,1,1,0,0,0,0,6,2,0,0,0,0,1,29,0,0,0,1,0,0,1
5,1568,Shabli Um Elganam,913,3.0,2,0,756,425,5,420,33,0,346,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,33,0,0,0,0,0,0,2
5,1569,Shabli Um Elganam,913,4.0,1,0,753,445,2,443,50,0,345,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,1,0,0,0,38,0,0,0,0,0,1,0
5,1570,Shabli Um Elganam,913,5.0,3,0,607,427,2,425,14,0,400,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0
5,1571,Shabli Um Elganam,913,6.0,3,0,579,391,2,389,17,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,0,2,0
18,10048,Shagbashlom,1286,1.0,2,0,672,414,4,410,2,9,383,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,1,0,6,0,0,0,0,1,1,1
18,10049,Shagbashlom,1286,2.0,1,0,590,415,7,408,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18,10050,Shagbashlom,1286,3.0,1,0,723,499,1,498,1,0,487,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,3,0
18,10051,Shagbashlom,1286,4.0,2,0,727,507,5,502,0,0,496,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0
18,10052,Shagbashlom,1286,5.0,3,0,542,343,3,340,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2
18,10053,Shagbashlom,1286,6.0,2,0,636,351,1,350,1,1,335,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,5,0,0,1,0,1,0,0
18,10054,Shagbashlom,1286,7.0,3,0,698,487,3,484,0,0,475,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0
18,10055,Shagbashlom,1286,8.0,2,0,558,359,4,355,1,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,2,0,1,0,0,0
4,1423,Sde Ilan,721,1.0,1,0,382,308,1,307,3,6,0,0,0,0,148,0,0,0,0,0,0,0,0,0,99,0,0,0,3,0,39,0,0,0,0,0,0,9
5,1684,Sde Eliyahu,304,1.0,1,0,618,380,3,377,10,6,0,1,0,0,201,0,0,0,0,0,0,0,1,0,105,1,0,0,2,0,49,0,0,0,0,0,0,1
3,1228,Eliezer Field,861,1.0,1,0,626,458,1,457,41,9,1,0,0,0,26,0,0,0,0,0,0,0,0,12,146,3,1,0,0,0,210,0,0,0,0,0,0,8
18,9310,Sde Boker,885,1.0,1,0,415,279,0,279,94,0,1,1,0,0,2,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,164,0,0,0,0,0,0,0
17,9215,Field of David,36,1.0,1,0,423,333,1,332,14,2,1,0,0,0,10,0,0,0,0,0,0,0,0,3,191,1,0,0,0,0,65,1,0,0,0,0,0,44
19,10446,Warburg Field,284,2.1,1,0,499,367,0,367,50,0,3,0,0,0,4,0,0,0,0,0,0,0,0,5,41,0,0,0,0,0,262,0,0,0,0,0,0,2
19,10447,Warburg Field,284,2.2,1,0,499,366,1,365,52,3,5,0,0,0,6,0,0,0,0,0,0,0,0,6,36,0,0,0,0,0,256,0,0,0,0,0,0,1
17,9216,Sde Yoav,293,1.0,1,0,387,308,0,308,96,0,4,0,0,0,2,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,184,0,0,0,0,0,0,0
5,1921,Sde Jacob,142,1.0,1,0,628,502,1,501,18,8,0,0,0,0,218,0,0,0,0,0,0,0,0,5,150,0,0,0,4,0,92,0,0,0,0,0,0,6
9,3870,Sde Yitzhak,2008,1.0,1,0,403,280,2,278,23,0,5,0,0,0,2,0,0,0,0,0,0,0,0,7,80,0,0,0,4,0,153,0,0,0,0,0,0,4
17,9217,Field of Moses,18,1.0,1,0,395,288,0,288,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,92,1,0,0,0,0,169,0,0,0,0,0,0,2
5,1685,Sde Nahum,259,1.0,1,0,549,400,1,399,48,0,1,1,0,0,5,0,0,0,0,0,0,0,0,8,125,0,0,0,1,0,206,0,1,0,0,0,0,3
3,1279,Sde Nehemiah,329,1.0,1,0,756,574,0,574,93,2,3,2,0,0,14,0,0,0,0,0,1,0,0,15,119,0,0,0,3,0,318,0,0,0,0,0,0,4
18,9770,Field Nitzan,1058,1.0,1,0,364,211,0,211,52,0,5,0,0,0,12,0,0,0,0,0,0,0,0,2,22,0,0,0,2,0,114,0,0,0,0,0,0,2
17,9218,Uzziah Field,739,1.0,1,0,448,356,1,355,3,1,0,0,0,0,13,0,0,0,0,0,0,0,0,1,255,0,0,0,0,0,29,0,0,0,0,0,0,53
17,9219,Uzziah Field,739,2.0,1,0,542,442,3,439,6,4,0,0,0,0,19,0,0,0,0,0,0,0,0,4,287,0,0,0,7,0,48,0,0,0,0,0,0,64
18,9455,Deer field,2049,1.0,1,0,425,336,1,335,25,3,3,0,0,0,17,0,0,0,1,0,0,0,0,3,164,0,0,0,0,0,79,0,0,0,0,0,0,40
9,3930,Sea fields,327,1.0,1,0,714,575,0,575,109,8,4,0,0,0,11,0,0,0,0,0,0,0,0,13,49,0,1,0,2,0,371,0,0,0,0,0,0,7
2,955,Micah fields,27,1.0,2,0,267,202,0,202,5,1,0,0,0,0,13,0,0,0,0,0,0,0,0,4,111,0,0,0,1,0,14,0,0,0,0,0,0,53
18,9771,Abraham's demons,1223,1.0,1,0,251,186,0,186,15,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,25,0,0,0,1,0,120,0,0,0,0,0,0,1
19,10448,I'm greedy,2015,1.0,1,0,724,559,4,555,75,6,2,0,0,0,13,0,0,0,0,0,0,0,0,16,89,0,0,0,0,0,353,0,0,0,0,0,0,1
5,1686,Demons of donations,2057,1.0,1,0,369,267,0,267,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,233,0,0,0,1,0,7,0,0,0,0,0,0,16
13,6575,that pretended,555,1.0,1,0,381,277,0,277,34,0,8,2,0,0,7,0,0,0,0,0,0,0,0,6,25,0,0,0,0,0,195,0,0,0,0,0,0,0
4,1424,that the figure of a bee,306,1.0,1,0,478,384,1,383,49,0,2,1,0,0,5,0,0,0,0,0,0,0,0,11,40,0,0,0,2,0,271,0,0,0,0,0,0,2
5,1687,that a figure is sick,3578,1.0,2,0,391,311,0,311,1,6,0,1,0,0,238,0,0,0,0,0,0,0,0,0,61,0,1,0,1,0,0,0,0,0,0,0,0,2
17,9081,Sderot,1031,1.0,20,0,711,537,3,534,63,8,6,0,0,0,61,0,0,0,0,0,0,0,0,22,264,0,0,0,5,0,54,0,0,1,0,0,0,50
17,9082,Sderot,1031,2.0,3,0,737,516,3,513,15,7,2,0,0,0,165,0,0,0,0,0,0,0,0,28,187,0,0,0,11,0,25,0,0,0,0,0,0,73
17,9083,Sderot,1031,3.1,4,0,633,393,5,388,25,9,0,1,0,0,27,0,0,0,0,0,0,0,0,10,190,1,0,0,5,0,45,0,0,0,0,0,1,74
17,9084,Sderot,1031,3.2,4,0,633,397,2,395,20,4,0,0,0,0,29,0,0,0,0,0,0,0,1,21,201,0,0,0,4,0,49,0,0,0,0,0,0,66
17,9085,Sderot,1031,3.3,4,0,633,383,4,379,25,3,0,0,0,0,26,0,0,0,0,0,0,0,0,24,205,0,0,0,8,0,38,3,0,0,1,0,0,46
17,9086,Sderot,1031,3.4,4,0,631,364,1,363,21,6,6,0,0,0,16,0,0,0,0,0,0,0,0,38,203,0,0,0,4,0,37,1,0,0,0,0,0,31
17,9087,Sderot,1031,4.0,5,0,758,507,3,504,46,23,1,1,0,0,29,0,0,0,0,0,0,0,0,15,248,0,0,0,2,0,50,0,0,0,0,1,0,88
17,9088,Sderot,1031,5.0,6,0,684,439,6,433,33,4,2,0,0,0,28,0,0,0,0,0,0,0,0,64,192,0,1,0,1,0,46,0,0,1,1,0,0,60
17,9089,Sderot,1031,6.0,7,0,715,433,3,430,16,18,0,0,0,0,50,0,0,0,0,0,0,0,0,24,220,0,0,0,6,0,22,1,0,0,0,0,0,73
17,9090,Sderot,1031,7.0,12,0,703,415,3,412,10,11,1,0,0,0,24,0,0,0,0,0,0,0,0,43,209,0,0,0,9,0,30,1,0,0,0,0,0,74
17,9091,Sderot,1031,8.0,12,0,645,368,3,365,20,8,2,2,0,0,33,0,0,0,0,0,0,0,0,35,173,0,0,0,3,0,25,0,0,2,0,0,0,62
17,9092,Sderot,1031,10.0,16,1,562,310,4,306,10,2,1,1,0,0,13,0,0,0,0,0,0,0,0,44,183,0,0,0,1,0,26,0,0,0,0,0,0,25
17,9093,Sderot,1031,12.0,12,0,545,303,2,301,5,4,0,0,0,0,7,0,0,1,0,0,0,0,0,67,153,0,0,0,6,0,37,2,1,0,0,0,0,18
17,9094,Sderot,1031,13.0,16,0,760,464,4,460,24,3,0,0,0,0,16,0,0,0,0,1,0,0,0,88,245,0,0,0,4,0,48,0,0,1,0,0,1,29
17,9095,Sderot,1031,14.0,16,0,661,405,4,401,10,1,0,1,0,0,9,0,0,0,0,0,0,0,0,86,233,0,0,0,2,0,24,0,0,0,0,0,0,35
17,9096,Sderot,1031,15.0,22,0,680,501,0,501,11,7,0,0,0,0,15,0,0,0,0,0,0,0,0,63,313,1,1,0,7,0,51,1,0,0,0,0,0,31
17,9097,Sderot,1031,16.0,11,0,610,488,3,485,14,10,0,0,0,0,63,0,0,0,0,0,0,0,0,9,281,0,0,0,9,0,37,0,0,0,0,0,0,62
17,9098,Sderot,1031,18.0,16,0,612,361,4,357,5,4,1,0,0,0,9,0,0,0,0,1,0,0,0,72,214,0,0,0,2,0,31,2,0,0,0,0,0,16
17,9099,Sderot,1031,20.0,9,0,578,289,7,282,12,4,1,0,0,0,26,0,0,0,0,0,0,0,0,47,132,1,0,0,1,0,22,0,0,0,1,0,1,34
17,9100,Sderot,1031,21.0,16,0,586,384,4,380,7,8,0,0,0,0,15,0,0,0,0,0,0,0,0,48,175,0,0,0,4,0,22,0,0,0,0,0,0,101
17,9101,Sderot,1031,22.0,11,0,643,518,5,513,19,7,1,2,0,0,110,0,0,0,0,0,0,0,0,23,244,0,0,0,12,0,36,0,0,0,0,0,0,59
17,9102,Sderot,1031,23.1,24,0,656,419,9,410,10,0,6,0,0,0,26,1,0,0,0,0,0,0,0,77,208,0,0,0,5,0,34,0,0,0,0,0,0,43
17,9103,Sderot,1031,23.2,24,0,655,365,1,364,10,6,0,0,0,0,21,0,0,0,0,0,0,0,1,86,145,1,0,0,4,0,43,0,1,0,0,0,0,46
17,9104,Sderot,1031,24.0,22,0,579,390,1,389,10,2,0,0,0,0,42,0,0,0,0,0,0,0,0,25,202,0,0,0,3,0,48,1,0,0,0,0,0,56
17,9105,Sderot,1031,25.0,12,1,562,383,2,381,20,2,0,0,0,0,16,0,0,0,0,0,0,0,0,39,229,0,0,0,0,1,41,0,0,0,0,0,0,33
17,9106,Sderot,1031,26.0,11,0,711,530,2,528,16,5,1,2,0,0,124,0,0,0,0,0,0,0,0,30,259,0,0,0,4,0,54,0,0,0,0,0,0,33
17,9107,Sderot,1031,27.0,23,0,747,553,0,553,19,21,0,0,0,0,124,0,0,0,0,0,0,0,0,35,260,1,0,0,1,0,36,1,0,0,0,0,0,55
17,9108,Sderot,1031,28.0,22,0,630,437,0,437,23,10,0,1,0,0,44,0,0,0,0,0,0,0,0,34,236,2,0,0,5,0,40,0,0,0,0,0,0,42
17,9109,Sderot,1031,29.0,22,0,587,371,7,364,7,2,0,0,0,0,5,0,0,0,0,0,0,0,0,74,231,0,1,0,4,0,30,0,0,0,0,0,0,10
17,9110,Sderot,1031,30.0,6,0,586,338,2,336,12,8,0,0,0,0,64,0,0,1,0,0,0,0,0,30,167,0,0,0,3,0,21,0,0,0,0,0,0,30
17,9111,Sderot,1031,31.0,16,0,627,506,2,504,25,5,0,0,0,0,53,0,0,0,0,0,0,0,0,47,240,0,0,0,7,0,83,0,0,1,0,0,0,43
17,9112,Sderot,1031,32.0,22,0,603,446,0,446,16,10,0,0,0,0,74,0,0,0,0,0,0,0,0,38,219,0,0,0,0,0,42,0,0,0,0,0,0,47
2,822,vacuum cleaner,741,1.0,2,0,478,357,1,356,57,4,5,0,0,0,4,0,0,0,0,0,0,0,0,8,116,1,0,0,0,0,153,0,2,0,0,0,0,6
18,9456,captive,761,1.0,1,0,419,340,0,340,1,5,0,0,0,0,63,0,0,0,0,0,0,0,0,0,226,1,0,0,4,0,11,1,0,0,0,0,0,28
18,10123,trail,394,1.0,1,0,628,452,1,451,157,0,6,1,0,0,1,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,263,1,0,0,0,0,0,0
12,5516,onyx,1304,1.0,1,0,734,564,1,563,36,3,1,0,0,0,42,0,0,0,0,0,0,0,0,10,149,1,0,0,1,0,311,0,0,0,0,0,0,9
12,5517,onyx,1304,2.0,2,0,618,485,2,483,46,3,1,2,0,0,29,0,0,0,0,0,0,0,0,19,94,0,0,0,0,0,284,0,0,0,0,0,0,5
12,5518,onyx,1304,3.0,6,0,428,317,0,317,34,0,0,1,0,0,39,0,0,0,0,0,0,0,0,6,57,0,0,0,0,0,178,0,0,0,0,0,0,2
