settlement name,settlement ID,Ballot num,BZB,Voters,Rejected,Accepted,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס
Kiryat Bialik,9500,5.6,658,427,2,425,20,0,0,0,17,0,0,0,0,4,0,0,0,0,32,0,33,108,9,7,0,0,0,8,0,0,0,183,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
Kiryat Bialik,9500,5.7,657,442,0,442,37,1,0,0,8,0,0,0,0,2,0,0,0,1,23,0,21,96,10,8,0,0,1,10,1,0,0,214,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6
Kiryat Bialik,9500,6.0,604,363,4,359,19,0,0,0,12,0,0,0,0,6,0,0,0,0,30,0,18,107,3,9,0,0,0,11,1,0,0,138,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Kiryat Bialik,9500,7.0,530,365,1,364,19,4,0,0,8,0,0,0,0,2,0,0,0,0,16,0,4,98,8,5,0,0,0,15,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Kiryat Bialik,9500,8.0,449,292,1,291,17,2,0,0,6,0,0,0,0,2,0,0,0,0,20,0,9,73,3,4,0,0,0,16,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Kiryat Bialik,9500,9.0,656,416,3,413,19,2,0,1,14,2,0,0,0,4,0,0,0,0,23,0,19,139,6,8,1,0,0,13,1,0,0,157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
Kiryat Bialik,9500,10.0,752,486,5,481,33,0,0,0,10,0,0,0,1,1,0,0,0,0,30,0,2,139,13,9,0,0,0,17,1,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Kiryat Bialik,9500,11.0,668,436,6,430,20,1,0,0,11,0,0,0,0,3,0,0,0,0,21,0,15,158,8,5,1,0,0,12,1,0,0,161,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11
Kiryat Bialik,9500,12.0,573,316,2,314,9,3,0,0,7,0,0,0,0,1,0,0,0,0,15,0,80,101,6,0,0,0,0,2,0,0,0,76,0,1,0,0,0,1,0,0,0,0,0,0,1,0,11
Kiryat Bialik,9500,13.0,729,373,2,371,14,0,0,0,13,0,0,0,0,6,0,0,0,0,22,0,21,152,2,8,0,0,0,11,0,0,0,109,1,0,0,0,0,0,0,0,0,1,1,0,0,0,10
Kiryat Bialik,9500,14.0,566,336,4,332,3,9,0,0,9,0,0,0,1,1,0,0,0,0,10,0,142,122,2,2,0,0,0,2,1,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Kiryat Bialik,9500,16.0,574,310,2,308,2,17,0,0,8,0,0,0,0,1,0,0,0,0,21,0,50,122,3,3,0,0,0,4,2,0,0,65,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8
Kiryat Bialik,9500,17.0,661,379,5,374,18,4,0,2,14,0,0,0,3,4,1,0,0,0,26,0,21,152,6,6,0,0,0,11,2,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Kiryat Bialik,9500,18.0,580,364,2,362,13,1,0,0,9,1,0,0,0,1,0,1,0,0,20,0,22,128,7,4,1,0,0,9,0,0,0,133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
Kiryat Bialik,9500,19.0,607,389,0,389,16,0,0,0,17,0,0,0,0,3,0,0,0,0,15,0,21,129,3,10,0,0,1,6,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Kiryat Bialik,9500,20.0,614,363,3,360,16,1,0,0,14,0,0,0,0,4,0,1,0,0,23,0,15,140,5,10,1,0,0,16,1,0,0,103,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8
Kiryat Bialik,9500,21.0,589,287,1,286,7,17,0,1,11,0,0,0,0,1,0,0,0,0,10,1,49,139,2,4,0,0,0,5,2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Kiryat Bialik,9500,22.0,532,275,2,273,3,8,0,0,4,0,0,0,0,0,1,0,0,0,10,0,65,139,4,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,1,0,0,0,1,1,7
Kiryat Bialik,9500,23.0,607,298,7,291,0,5,0,0,17,0,0,0,0,1,0,1,0,0,12,0,78,142,3,1,0,0,0,0,2,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
Kiryat Bialik,9500,24.0,513,283,4,279,5,11,1,0,8,1,0,0,0,1,0,0,0,0,4,0,40,161,2,0,2,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,1,0,0,0,1,9
Kiryat Bialik,9500,25.0,650,371,4,367,4,13,1,0,13,0,0,0,0,1,1,0,0,0,12,0,70,175,2,6,0,0,0,3,1,0,0,37,0,0,0,0,1,0,0,0,0,5,0,0,1,1,20
Kiryat Bialik,9500,26.0,556,298,1,297,8,3,0,1,13,0,0,0,1,2,0,0,0,0,18,0,29,146,4,4,0,0,0,2,0,0,0,55,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9
Kiryat Bialik,9500,27.0,511,307,9,298,5,24,0,2,11,0,0,0,0,3,0,0,0,0,16,0,33,103,1,2,0,0,0,7,1,0,0,69,0,0,0,0,1,1,0,0,0,0,1,0,2,0,16
Kiryat Bialik,9500,34.0,668,395,4,391,20,0,0,0,18,1,0,0,1,8,0,0,0,0,14,0,43,103,8,12,0,0,0,11,1,0,0,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kiryat Bialik,9500,35.0,577,368,2,366,24,2,0,0,6,0,0,0,0,2,0,0,0,0,30,0,11,108,10,14,1,0,0,14,0,0,0,141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Kiryat Bialik,9500,37.0,623,404,2,402,8,3,0,0,22,0,0,0,0,0,0,0,0,0,39,0,25,113,3,10,1,0,0,8,2,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Kiryat Bialik,9500,38.0,623,393,2,391,25,1,0,1,8,0,0,0,0,2,0,0,0,0,24,0,15,106,7,9,0,0,1,16,1,0,0,170,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
Kiryat Bialik,9500,39.0,525,337,2,335,13,0,0,0,8,0,0,0,1,1,0,0,0,0,23,0,30,89,8,4,0,0,0,11,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Kiryat Bialik,9500,40.0,612,436,3,433,43,1,0,1,8,0,0,0,0,1,0,0,0,0,18,0,4,114,14,15,0,0,1,15,1,0,0,190,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
Kiryat Bialik,9500,42.0,626,370,3,367,20,2,0,0,9,0,0,0,0,3,0,0,0,0,21,1,35,143,2,9,0,0,0,9,2,0,0,101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
Kiryat Bialik,9500,43.0,685,462,6,456,23,0,0,0,13,2,0,0,2,6,0,0,0,0,37,0,20,115,0,10,0,0,0,15,1,0,0,198,0,0,0,2,0,1,0,0,0,1,1,0,0,0,9
Kiryat Bialik,9500,49.0,535,336,3,333,5,4,0,0,6,0,0,0,1,2,0,0,0,0,29,0,66,140,3,2,0,0,0,2,2,0,0,63,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6
Kiryat Bialik,9500,50.0,405,234,4,230,5,1,0,0,3,0,0,0,0,2,0,0,0,0,7,1,18,146,1,6,0,0,0,5,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5
Kiryat Bialik,9500,52.0,531,349,1,348,11,4,0,0,13,0,0,0,0,2,0,0,0,0,19,0,15,147,7,4,1,0,0,10,1,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Kiryat Bialik,9500,54.0,522,369,0,369,25,3,0,0,11,0,0,0,1,1,0,0,0,0,29,0,9,101,5,5,0,0,0,9,0,0,0,164,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3
Kiryat Bialik,9500,55.1,625,443,0,443,16,0,0,0,10,1,0,0,0,2,0,0,0,0,23,0,3,232,4,5,0,0,2,10,0,0,0,116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18
Kiryat Bialik,9500,55.2,625,437,1,436,22,6,0,0,14,0,0,0,0,7,0,0,0,0,18,0,11,174,3,18,0,0,1,10,1,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Kiryat Bialik,9500,55.3,625,421,3,418,23,0,0,0,15,0,0,0,0,2,0,0,0,0,23,0,12,115,9,10,0,0,0,4,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Kiryat Bialik,9500,55.4,625,454,1,453,21,2,0,0,11,0,0,0,0,3,0,0,0,0,28,0,20,157,7,15,3,0,0,19,0,0,0,147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
Kiryat Bialik,9500,55.5,625,472,0,472,21,3,0,0,16,0,0,0,0,12,0,0,0,0,26,0,18,148,5,19,2,0,0,14,0,0,0,176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
Kiryat Bialik,9500,55.6,625,423,9,414,11,5,0,0,9,0,0,0,1,1,0,0,0,0,20,0,17,144,3,16,0,0,0,7,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Kiryat Bialik,9500,55.7,625,421,3,418,14,2,0,0,12,0,0,0,0,5,0,0,0,0,23,0,19,121,9,6,0,0,0,9,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
Kiryat Bialik,9500,55.8,621,433,1,432,24,7,0,0,13,0,0,0,1,2,0,0,0,0,14,0,11,134,9,14,0,0,0,9,1,0,0,182,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9
Kiryat Bialik,9500,56.0,573,491,0,491,20,2,0,0,11,0,0,0,0,4,0,0,0,0,36,0,4,113,7,19,0,0,0,14,1,0,0,255,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
Kiryat Bialik,9500,951.0,451,375,1,374,11,0,0,0,9,0,0,0,0,2,0,0,0,0,28,0,8,95,7,9,0,0,0,16,0,0,0,187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Kiryat Bialik,9500,952.0,627,528,0,528,27,1,0,0,5,0,0,0,1,1,0,0,0,0,39,0,11,144,3,5,0,0,0,19,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Kiryat Bialik,9500,953.0,589,475,8,467,28,3,0,0,8,0,0,0,0,5,0,0,0,0,25,0,5,123,9,9,0,0,0,22,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Kiryat Gat,2630,1.0,445,225,1,224,6,1,0,0,5,0,0,0,0,18,0,0,0,0,17,0,0,119,0,2,1,0,0,4,0,1,0,21,0,0,0,0,0,0,0,0,0,0,1,1,3,0,24
Kiryat Gat,2630,2.0,628,380,5,375,11,8,0,0,19,0,0,0,2,14,0,0,0,0,16,0,18,185,1,5,1,0,0,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
Kiryat Gat,2630,3.0,439,254,1,253,3,9,0,0,7,0,0,0,0,23,1,0,0,0,7,0,26,112,0,5,0,0,0,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29
Kiryat Gat,2630,4.0,613,294,3,291,3,6,0,0,7,0,0,0,0,5,0,0,0,0,15,0,67,135,4,3,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,2,2,0,0,2,1,18
Kiryat Gat,2630,5.0,608,347,8,339,3,9,0,0,7,0,0,0,0,6,0,2,0,0,6,0,108,138,2,2,0,0,0,1,1,0,1,15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,35
Kiryat Gat,2630,6.0,684,471,7,464,10,12,0,0,14,0,0,0,1,15,0,0,0,0,27,0,39,229,3,9,0,0,0,4,0,0,0,71,0,0,0,0,0,0,0,0,0,2,0,0,0,0,28
Kiryat Gat,2630,8.0,623,401,1,400,9,13,0,0,8,0,0,0,0,5,0,0,0,0,21,0,8,241,0,1,1,0,0,3,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64
Kiryat Gat,2630,9.0,556,394,10,384,9,5,0,0,19,0,0,0,2,14,0,0,0,0,20,0,11,172,2,13,0,0,1,2,1,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
Kiryat Gat,2630,10.0,533,367,3,364,4,13,0,0,13,0,0,0,2,19,0,0,0,0,13,0,5,206,2,8,0,0,1,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52
Kiryat Gat,2630,11.0,545,378,3,375,15,1,0,0,15,0,0,0,0,15,0,0,0,0,23,0,3,170,5,13,0,0,0,9,1,0,0,85,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18
Kiryat Gat,2630,12.0,533,388,1,387,3,12,0,0,16,0,0,0,0,15,0,0,0,0,32,0,8,174,1,18,0,0,0,3,0,0,0,61,0,0,0,0,0,1,0,0,0,0,1,0,0,0,42
Kiryat Gat,2630,13.0,690,390,4,386,11,6,0,0,13,0,0,0,0,13,0,0,0,0,15,0,26,181,0,6,0,0,0,5,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70
Kiryat Gat,2630,14.0,754,493,9,484,9,4,1,1,27,0,0,0,1,15,0,0,0,0,16,0,32,245,2,7,0,0,0,9,2,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,2,0,76
Kiryat Gat,2630,15.0,584,342,9,333,7,4,0,0,10,0,0,0,0,11,0,0,0,0,17,0,39,150,4,4,0,0,0,6,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46
Kiryat Gat,2630,16.0,618,353,3,350,5,4,0,0,18,0,0,0,0,16,0,0,0,0,20,2,20,171,1,3,0,0,0,5,1,0,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45
Kiryat Gat,2630,17.0,512,347,2,345,4,3,0,0,12,0,0,0,0,10,0,0,0,0,20,0,25,180,0,13,0,0,0,1,0,0,0,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35
Kiryat Gat,2630,18.0,494,299,8,291,4,4,0,0,13,0,0,0,0,30,0,0,0,0,12,0,36,120,1,4,0,0,0,0,1,0,0,24,0,0,0,0,3,0,0,0,0,1,0,0,0,0,38
Kiryat Gat,2630,19.0,538,291,6,285,5,3,1,0,8,0,0,0,0,5,0,0,0,0,10,0,53,139,1,7,0,0,0,3,1,0,1,25,0,0,0,0,0,1,0,0,0,1,0,1,0,0,20
Kiryat Gat,2630,20.0,459,251,2,249,1,6,0,0,14,0,0,0,1,5,0,0,0,1,6,0,29,135,0,3,0,0,0,2,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Kiryat Gat,2630,21.0,431,278,2,276,2,25,0,0,20,0,0,0,0,10,0,0,0,0,14,0,23,101,1,3,0,0,0,4,1,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Kiryat Gat,2630,22.0,596,413,7,406,9,11,0,0,12,0,0,0,1,18,0,0,0,0,15,0,18,148,3,13,0,0,0,9,1,0,0,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50
Kiryat Gat,2630,23.0,497,298,6,292,5,3,0,0,8,0,0,0,0,9,0,0,0,0,21,0,22,153,2,10,1,0,0,3,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27
Kiryat Gat,2630,24.0,547,388,2,386,9,5,0,0,9,0,0,0,0,18,0,0,0,0,22,0,3,185,0,4,0,0,1,11,0,0,0,74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44
Kiryat Gat,2630,25.0,605,462,7,455,12,1,0,0,6,0,0,0,0,18,0,0,0,0,29,0,18,246,2,14,0,0,0,6,0,0,0,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45
Kiryat Gat,2630,26.0,633,385,3,382,8,5,0,1,17,0,0,0,1,9,0,0,0,0,21,0,36,195,2,8,0,0,0,6,1,0,0,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26
Kiryat Gat,2630,28.0,651,389,3,386,5,12,0,0,18,0,0,0,0,15,0,0,0,0,17,0,23,234,0,3,0,0,0,3,0,0,0,31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,23
Kiryat Gat,2630,29.0,438,297,1,296,6,0,0,0,14,0,0,0,2,7,0,0,0,0,15,0,25,162,1,2,0,0,0,1,0,0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17
Kiryat Gat,2630,30.0,594,441,5,436,13,13,0,0,12,0,0,0,0,45,0,0,0,0,16,0,25,160,2,15,1,0,0,12,0,0,1,77,0,0,0,0,0,0,1,0,0,0,0,1,0,0,42
Kiryat Gat,2630,31.0,601,351,12,339,4,4,0,0,14,0,0,0,0,9,0,0,0,1,32,0,46,155,1,5,1,0,1,1,0,0,0,26,1,0,1,0,1,0,0,0,1,0,0,0,0,0,35
Kiryat Gat,2630,32.1,658,448,4,444,7,5,0,0,18,0,0,0,0,14,0,0,0,0,16,0,17,259,1,14,0,0,0,7,4,0,0,47,1,0,1,1,0,0,0,0,0,0,1,0,0,0,31
Kiryat Gat,2630,32.2,658,486,6,480,4,2,0,0,12,1,0,0,0,13,0,0,0,0,17,0,40,224,3,13,0,0,0,10,2,0,0,83,0,0,0,1,0,1,0,0,0,0,1,0,0,0,53
Kiryat Gat,2630,32.3,658,460,9,451,7,4,0,0,17,0,0,0,0,19,0,0,0,0,25,0,23,206,1,6,0,0,0,12,3,0,0,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,43
Kiryat Gat,2630,32.4,658,472,2,470,4,3,0,0,13,0,0,0,0,21,0,0,0,0,28,0,42,222,1,17,0,0,0,7,1,0,0,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41
Kiryat Gat,2630,32.5,654,427,4,423,2,7,0,0,17,0,0,0,1,19,0,0,0,0,14,1,57,202,2,7,0,0,0,7,2,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24
Kiryat Gat,2630,33.0,506,324,4,320,6,6,0,0,10,0,0,0,0,12,0,0,0,0,21,0,26,165,1,3,1,0,0,8,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Kiryat Gat,2630,34.0,552,358,12,346,5,6,0,1,7,0,0,0,0,11,0,0,0,0,18,0,41,148,2,10,0,0,2,8,1,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31
Kiryat Gat,2630,35.0,485,325,3,322,11,13,0,0,11,0,0,0,1,15,0,0,0,0,13,0,9,127,2,10,2,0,0,10,0,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23
Kiryat Gat,2630,36.0,503,293,6,287,4,10,0,0,19,0,0,0,0,8,0,1,0,0,14,0,24,153,0,2,0,0,0,2,0,1,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27
Kiryat Gat,2630,38.0,475,280,6,274,0,2,0,0,14,0,0,0,0,3,0,0,0,0,11,0,35,161,0,3,0,0,0,1,0,0,0,19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23
Kiryat Gat,2630,39.0,460,331,1,330,16,19,0,0,6,0,0,0,0,37,0,0,0,0,20,0,5,117,0,8,0,0,0,6,2,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
Kiryat Gat,2630,41.0,654,361,7,354,10,29,0,0,14,0,0,0,0,13,0,0,0,0,15,0,77,118,1,4,0,0,0,6,0,0,0,28,0,0,0,0,0,0,0,0,1,0,0,1,3,1,33
Kiryat Gat,2630,42.0,529,320,7,313,5,7,0,0,13,0,0,0,0,9,0,0,0,0,14,0,44,120,3,1,0,0,0,7,1,0,0,62,0,0,0,0,0,0,0,0,0,1,0,1,0,1,24
Kiryat Gat,2630,45.0,596,433,1,432,8,3,0,0,16,0,0,0,1,7,0,0,0,1,19,0,1,237,3,9,2,0,1,11,2,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
Kiryat Gat,2630,49.0,541,330,5,325,1,3,0,1,13,0,0,0,0,4,0,0,1,0,8,0,102,114,2,5,0,0,0,2,2,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
Kiryat Gat,2630,51.0,559,373,9,364,3,1,0,0,25,0,0,0,0,1,0,0,0,0,15,0,146,90,2,3,0,0,0,1,1,0,0,62,0,0,0,0,0,1,0,0,0,2,0,0,0,0,11
Kiryat Gat,2630,52.0,606,422,9,413,9,2,0,0,16,0,0,0,1,18,0,0,0,0,17,0,53,203,4,6,0,0,0,4,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Kiryat Gat,2630,55.0,737,524,4,520,2,240,0,0,15,0,0,0,0,35,0,0,0,0,13,0,41,62,0,4,1,0,0,1,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
Kiryat Gat,2630,56.0,632,484,3,481,1,125,0,0,3,0,0,0,0,12,0,0,0,0,7,0,30,60,1,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
Kiryat Gat,2630,57.0,662,524,3,521,8,17,0,0,13,0,0,0,0,29,0,0,0,0,18,0,5,241,1,16,0,0,0,7,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
Kiryat Gat,2630,58.0,750,488,6,482,4,4,0,0,14,0,0,0,0,9,0,0,0,0,23,0,103,215,0,12,0,0,1,4,0,0,0,56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,35
Kiryat Gat,2630,59.0,644,406,4,402,5,6,0,0,22,0,1,0,1,3,0,0,0,0,25,0,101,145,1,1,1,0,0,4,5,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,2,0,21
Kiryat Gat,2630,60.0,625,365,7,358,2,0,0,0,12,0,0,0,0,7,0,0,0,0,22,0,120,125,1,1,0,0,0,1,5,0,0,43,0,0,0,0,0,0,1,0,0,0,0,0,0,2,16
Kiryat Gat,2630,61.0,653,444,2,442,3,1,0,0,18,0,0,0,2,11,1,0,0,0,17,0,98,192,1,11,0,0,0,3,1,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
Kiryat Gat,2630,63.0,743,559,2,557,11,4,0,0,19,1,0,0,0,43,0,0,0,0,28,0,28,269,2,19,0,0,0,10,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38
Kiryat Gat,2630,64.0,577,369,4,365,5,3,0,0,15,0,1,0,0,5,0,1,0,0,24,0,87,144,1,6,1,0,0,0,2,0,1,46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,21
Kiryat Gat,2630,65.0,588,363,3,360,1,61,0,0,6,0,0,0,0,12,0,0,0,0,5,1,76,76,0,3,0,0,0,0,1,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,1,1,84
Kiryat Gat,2630,66.0,694,473,10,463,4,12,0,0,22,0,0,0,0,6,0,0,0,0,14,0,74,213,0,6,0,0,0,0,1,0,0,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44
Kiryat Gat,2630,67.0,588,339,3,336,6,2,0,0,20,0,0,0,0,10,0,0,0,0,10,0,59,148,1,6,0,0,0,2,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Kiryat Gat,2630,68.0,602,450,0,450,8,37,0,0,7,0,0,0,1,19,0,0,0,0,18,0,5,191,5,15,0,0,0,9,1,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
Kiryat Gat,2630,69.0,512,295,1,294,1,1,1,1,13,0,0,0,0,4,0,0,0,0,13,0,54,128,1,9,0,0,0,2,1,0,0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22
Kiryat Gat,2630,70.1,563,382,5,377,6,1,0,0,15,1,0,0,0,5,0,0,1,0,13,0,35,197,0,6,0,0,0,4,0,0,1,53,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37
Kiryat Gat,2630,70.2,563,384,3,381,4,0,0,0,17,0,0,0,1,14,0,0,0,0,23,0,37,151,1,20,0,0,0,6,0,0,0,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34
Kiryat Gat,2630,70.3,563,394,9,385,7,2,0,0,10,0,0,0,2,11,0,0,0,0,18,0,37,176,1,10,0,0,0,6,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36
Kiryat Gat,2630,70.4,563,395,2,393,7,4,0,0,20,0,0,0,0,16,1,0,0,0,26,0,44,181,2,4,2,0,0,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Kiryat Gat,2630,70.5,560,391,8,383,7,2,0,1,13,0,0,0,0,7,0,0,0,0,16,0,70,165,1,2,0,0,0,5,1,0,0,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21
Kiryat Gat,2630,71.0,467,270,6,264,4,0,0,0,14,0,0,0,0,2,0,0,0,0,8,0,82,95,4,2,1,0,0,2,5,0,0,31,1,0,0,1,0,0,0,0,0,3,0,0,0,1,8
Kiryat Gat,2630,72.0,741,664,6,658,1,402,0,0,5,0,0,0,0,49,0,0,0,0,1,0,0,43,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
Kiryat Gat,2630,73.0,673,544,2,542,4,223,0,0,5,0,0,0,0,26,0,0,0,0,16,0,6,135,0,8,0,0,0,4,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
Kiryat Gat,2630,74.0,757,695,1,694,0,609,0,0,1,0,0,0,0,27,0,0,0,0,1,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Kiryat Gat,2630,75.1,535,385,3,382,4,1,0,0,9,0,0,0,0,13,0,0,0,0,29,0,14,179,1,10,0,0,0,8,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Kiryat Gat,2630,75.2,513,372,5,367,6,0,0,0,18,0,0,0,0,16,0,1,0,0,24,0,17,160,2,10,0,0,0,9,2,0,0,77,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23
Kiryat Tiv'on,2300,1.0,624,470,2,468,50,4,1,2,11,0,0,0,0,0,0,0,0,0,15,0,6,37,41,12,0,0,0,16,0,0,0,271,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Kiryat Tiv'on,2300,2.0,722,484,2,482,67,6,0,5,13,0,0,0,1,15,0,0,0,0,15,0,2,100,58,5,0,0,0,16,0,0,0,167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
Kiryat Tiv'on,2300,3.0,751,515,1,514,81,12,2,4,11,0,0,0,0,8,1,0,0,0,16,0,2,90,51,7,0,0,0,13,0,0,0,210,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
Kiryat Tiv'on,2300,4.0,474,326,1,325,51,3,0,1,8,0,0,0,0,8,0,0,0,0,6,0,5,44,36,4,0,0,0,10,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kiryat Tiv'on,2300,5.0,606,458,0,458,65,8,2,4,13,1,0,0,0,8,0,0,0,0,4,0,3,37,59,25,0,0,0,9,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiryat Tiv'on,2300,6.0,758,485,2,483,83,2,7,5,5,0,0,0,0,4,0,0,0,0,12,0,3,46,55,6,0,0,0,9,0,0,0,244,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
